,indicator_section_code,indicator_section,indicator_code,indicator_name,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,year,indicator_value,indicator_unit,indicator_period,comment
14265,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Ковдорский муниципальный округ,Ковдорский муниципальный округ,47517000,Муниципальный округ,Муниципальный округ,47517000,Изменен тип и название,2022,2025,2023,72713.6,Рубль,Январь-декабрь,CD
14267,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город Апатиты,Город Апатиты,47519000,Муниципальный округ,Муниципальный округ,47519000,Изменен тип и название,2022,2025,2023,83690.3,Рубль,Январь-декабрь,CD
14269,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город Кировск,Город Кировск,47522000,Муниципальный округ,Муниципальный округ,47522000,Изменен тип и название,2022,2025,2023,79943.1,Рубль,Январь-декабрь,CD
14271,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город Мончегорск,Город Мончегорск,47524000,Муниципальный округ,Муниципальный округ,47524000,Изменен тип и название,2022,2025,2023,75850.7,Рубль,Январь-декабрь,CD
14273,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город Оленегорск,Город Оленегорск,47526000,Муниципальный округ,Муниципальный округ,47526000,Изменен тип и название,2022,2025,2023,78294.9,Рубль,Январь-декабрь,CD
14275,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город Полярные Зори,Город Полярные Зори,47528000,Муниципальный округ,Муниципальный округ,47528000,Изменен тип и название,2022,2025,2023,75366.7,Рубль,Январь-декабрь,CD
14288,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Кольский муниципальный район,Кольский муниципальный район,47605000,Муниципальный район,Муниципальный район,47605000,Без изменений,2010,2025,2023,72247.5,Рубль,Январь-декабрь,CD
14301,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Кандалакшский муниципальный район,Кандалакшский муниципальный район,47608000,Муниципальный район,Муниципальный район,47608000,Без изменений,2010,2025,2023,68955.0,Рубль,Январь-декабрь,CD
14314,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Ловозерский муниципальный район,Ловозерский муниципальный район,47610000,Муниципальный район,Муниципальный район,47610000,Без изменений,2010,2025,2023,75920.0,Рубль,Январь-декабрь,CD
14347,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,47,Мурманская область,Муниципальное образование верхнего уровня,Город-герой Мурманск,Город-герой Мурманск,47701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",47701000,Без изменений,2010,2025,2023,76128.8,Рубль,Январь-декабрь,CD
14416,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Волотовский,Волотовский,49510000,Муниципальный округ,Муниципальный округ,49510000,Изменен тип и название,2021,2025,2023,37234.5,Рубль,Январь-декабрь,CD
14419,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Марёвский,Марёвский,49523000,Муниципальный округ,Муниципальный округ,49523000,Изменен тип и название,2021,2025,2023,49911.1,Рубль,Январь-декабрь,CD
14422,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Солецкий,Солецкий,49538000,Муниципальный округ,Муниципальный округ,49538000,Изменен тип и название,2021,2025,2023,43090.2,Рубль,Январь-декабрь,CD
14425,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Хвойнинский,Хвойнинский,49545000,Муниципальный округ,Муниципальный округ,49545000,Изменен тип и название,2021,2025,2023,39807.9,Рубль,Январь-декабрь,CD
14439,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Батецкий муниципальный район,Батецкий муниципальный район,49603000,Муниципальный район,Муниципальный район,49603000,Без изменений,2010,2025,2023,42072.0,Рубль,Январь-декабрь,CD
14453,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Боровичский муниципальный район,Боровичский муниципальный район,49606000,Муниципальный район,Муниципальный район,49606000,Без изменений,2010,2025,2023,45748.1,Рубль,Январь-декабрь,CD
14467,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Валдайский муниципальный район,Валдайский муниципальный район,49608000,Муниципальный район,Муниципальный район,49608000,Без изменений,2010,2025,2023,41688.9,Рубль,Январь-декабрь,CD
14492,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Демянский муниципальный район,Демянский муниципальный район,49612000,Муниципальный район,Муниципальный район,49512000,Изменен тип и название,2010,2023,2023,38805.6,Рубль,Январь-декабрь,CD
14506,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Крестецкий муниципальный район,Крестецкий муниципальный район,49614000,Муниципальный район,Муниципальный район,49514000,Изменен тип и название,2010,2023,2023,38364.2,Рубль,Январь-декабрь,CD
14520,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Любытинский муниципальный район,Любытинский муниципальный район,49616000,Муниципальный район,Муниципальный район,49616000,Без изменений,2010,2025,2023,39724.7,Рубль,Январь-декабрь,CD
14534,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Маловишерский муниципальный район,Маловишерский муниципальный район,49620000,Муниципальный район,Муниципальный район,49620000,Без изменений,2010,2025,2023,48518.1,Рубль,Январь-декабрь,CD
14559,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Мошенской муниципальный район,Мошенской муниципальный район,49624000,Муниципальный район,Муниципальный район,49524000,Изменен тип и название,2010,2023,2023,32757.5,Рубль,Январь-декабрь,CD
14573,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Новгородский муниципальный район,Новгородский муниципальный район,49625000,Муниципальный район,Муниципальный район,49625000,Без изменений,2010,2025,2023,45069.5,Рубль,Январь-декабрь,CD
14587,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Окуловский муниципальный район,Окуловский муниципальный район,49628000,Муниципальный район,Муниципальный район,49628000,Без изменений,2010,2025,2023,40608.5,Рубль,Январь-декабрь,CD
14601,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Парфинский муниципальный район,Парфинский муниципальный район,49630000,Муниципальный район,Муниципальный район,49630000,Без изменений,2010,2025,2023,40720.6,Рубль,Январь-декабрь,CD
14615,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Пестовский муниципальный район,Пестовский муниципальный район,49632000,Муниципальный район,Муниципальный район,49532000,Изменен тип и название,2010,2023,2023,38302.5,Рубль,Январь-декабрь,CD
14629,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Поддорский муниципальный район,Поддорский муниципальный район,49634000,Муниципальный район,Муниципальный район,49634000,Без изменений,2010,2025,2023,37847.3,Рубль,Январь-декабрь,CD
14654,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Старорусский муниципальный район,Старорусский муниципальный район,49639000,Муниципальный район,Муниципальный район,49639000,Без изменений,2010,2025,2023,41011.6,Рубль,Январь-декабрь,CD
14679,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Холмский муниципальный район,Холмский муниципальный район,49647000,Муниципальный район,Муниципальный район,49647000,Без изменений,2010,2025,2023,41730.2,Рубль,Январь-декабрь,CD
14693,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Чудовский муниципальный район,Чудовский муниципальный район,49650000,Муниципальный район,Муниципальный район,49650000,Без изменений,2010,2025,2023,43758.7,Рубль,Январь-декабрь,CD
14707,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Шимский муниципальный район,Шимский муниципальный район,49655000,Муниципальный район,Муниципальный район,49655000,Без изменений,2010,2025,2023,40837.1,Рубль,Январь-декабрь,CD
14721,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,49,Новгородская область,Муниципальное образование верхнего уровня,Великий Новгород,Великий Новгород,49701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",49701000,Без изменений,2010,2025,2023,44486.4,Рубль,Январь-декабрь,CD
14735,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Баганский муниципальный район,Баганский муниципальный район,50603000,Муниципальный район,Муниципальный район,50603000,Без изменений,2010,2025,2023,42173.8,Рубль,Январь-декабрь,CD
14749,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Барабинский муниципальный район,Барабинский муниципальный район,50604000,Муниципальный район,Муниципальный район,50604000,Без изменений,2010,2025,2023,45331.6,Рубль,Январь-декабрь,CD
14763,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Болотнинский муниципальный район,Болотнинский муниципальный район,50606000,Муниципальный район,Муниципальный район,50606000,Без изменений,2010,2025,2023,41392.8,Рубль,Январь-декабрь,CD
14777,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Венгеровский муниципальный район,Венгеровский муниципальный район,50608000,Муниципальный район,Муниципальный район,50608000,Без изменений,2010,2025,2023,41005.8,Рубль,Январь-декабрь,CD
14791,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Доволенский муниципальный район,Доволенский муниципальный район,50610000,Муниципальный район,Муниципальный район,50610000,Без изменений,2010,2025,2023,43051.5,Рубль,Январь-декабрь,CD
14805,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Здвинский муниципальный район,Здвинский муниципальный район,50613000,Муниципальный район,Муниципальный район,50613000,Без изменений,2010,2025,2023,42990.9,Рубль,Январь-декабрь,CD
14819,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Искитимский муниципальный район,Искитимский муниципальный район,50615000,Муниципальный район,Муниципальный район,50615000,Без изменений,2010,2025,2023,45720.7,Рубль,Январь-декабрь,CD
14833,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Карасукский муниципальный район,Карасукский муниципальный район,50617000,Муниципальный район,Муниципальный район,50617000,Без изменений,2010,2025,2023,41378.2,Рубль,Январь-декабрь,CD
14847,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Каргатский муниципальный район,Каргатский муниципальный район,50619000,Муниципальный район,Муниципальный район,50619000,Без изменений,2010,2025,2023,43990.2,Рубль,Январь-декабрь,CD
14861,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Колыванский муниципальный район,Колыванский муниципальный район,50621000,Муниципальный район,Муниципальный район,50621000,Без изменений,2010,2025,2023,44529.4,Рубль,Январь-декабрь,CD
14875,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Коченевский муниципальный район,Коченевский муниципальный район,50623000,Муниципальный район,Муниципальный район,50623000,Без изменений,2010,2025,2023,51292.2,Рубль,Январь-декабрь,CD
14889,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Кочковский муниципальный район,Кочковский муниципальный район,50625000,Муниципальный район,Муниципальный район,50625000,Без изменений,2010,2025,2023,41189.2,Рубль,Январь-декабрь,CD
14903,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Краснозерский муниципальный район,Краснозерский муниципальный район,50627000,Муниципальный район,Муниципальный район,50627000,Без изменений,2010,2025,2023,45445.8,Рубль,Январь-декабрь,CD
14917,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Куйбышевский муниципальный район,Куйбышевский муниципальный район,50630000,Муниципальный район,Муниципальный район,50630000,Без изменений,2010,2025,2023,40937.1,Рубль,Январь-декабрь,CD
14931,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Купинский муниципальный район,Купинский муниципальный район,50632000,Муниципальный район,Муниципальный район,50632000,Без изменений,2010,2025,2023,45434.1,Рубль,Январь-декабрь,CD
14945,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Кыштовский муниципальный район,Кыштовский муниципальный район,50634000,Муниципальный район,Муниципальный район,50634000,Без изменений,2010,2025,2023,43841.4,Рубль,Январь-декабрь,CD
14959,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Маслянинский муниципальный район,Маслянинский муниципальный район,50636000,Муниципальный район,Муниципальный район,50636000,Без изменений,2010,2025,2023,46592.1,Рубль,Январь-декабрь,CD
14973,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Мошковский муниципальный район,Мошковский муниципальный район,50638000,Муниципальный район,Муниципальный район,50638000,Без изменений,2010,2025,2023,47034.2,Рубль,Январь-декабрь,CD
14987,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,50,Новосибирская область,Муниципальное образование верхнего уровня,Новосибирский муниципальный район,Новосибирский муниципальный район,50640000,Муниципальный район,Муниципальный район,50640000,Без изменений,2010,2025,2023,52829.3,Рубль,Январь-декабрь,CD
