,indicator_section_code,indicator_section,indicator_code,indicator_name,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,year,indicator_value,indicator_unit,indicator_period,comment
1142,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Апшеронский муниципальный район,Апшеронский муниципальный район,3605000,Муниципальный район,Муниципальный район,03605000,Без изменений,2010,2025,2023,22.42,Квадратный метр,Значение показателя за год,CD
1158,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Белоглинский муниципальный район,Белоглинский муниципальный район,3607000,Муниципальный район,Муниципальный район,03607000,Без изменений,2010,2025,2023,35.47,Квадратный метр,Значение показателя за год,CD
1174,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Белореченский муниципальный район,Белореченский муниципальный район,3608000,Муниципальный район,Муниципальный район,03608000,Без изменений,2010,2025,2023,31.25,Квадратный метр,Значение показателя за год,CD
1190,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Брюховецкий муниципальный район,Брюховецкий муниципальный район,3610000,Муниципальный район,Муниципальный район,03610000,Без изменений,2010,2025,2023,33.34,Квадратный метр,Значение показателя за год,CD
1206,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Выселковский муниципальный район,Выселковский муниципальный район,3612000,Муниципальный район,Муниципальный район,03612000,Без изменений,2010,2025,2023,31.43,Квадратный метр,Значение показателя за год,CD
1222,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Гулькевичский муниципальный район,Гулькевичский муниципальный район,3613000,Муниципальный район,Муниципальный район,03613000,Без изменений,2010,2025,2023,23.4,Квадратный метр,Значение показателя за год,CD
1238,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Динской муниципальный район,Динской муниципальный район,3614000,Муниципальный район,Муниципальный район,03614000,Без изменений,2010,2025,2023,23.1,Квадратный метр,Значение показателя за год,CD
1254,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Ейский муниципальный район,Ейский муниципальный район,3616000,Муниципальный район,Муниципальный район,03616000,Без изменений,2010,2025,2023,24.44,Квадратный метр,Значение показателя за год,CD
1270,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Кавказский муниципальный район,Кавказский муниципальный район,3618000,Муниципальный район,Муниципальный район,03618000,Без изменений,2010,2025,2023,27.11,Квадратный метр,Значение показателя за год,CD
1286,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Калининский муниципальный район,Калининский муниципальный район,3619000,Муниципальный район,Муниципальный район,03619000,Без изменений,2010,2025,2023,25.09,Квадратный метр,Значение показателя за год,CD
1302,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Каневской муниципальный район,Каневской муниципальный район,3620000,Муниципальный район,Муниципальный район,03620000,Без изменений,2010,2025,2023,27.58,Квадратный метр,Значение показателя за год,CD
1318,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Кореновский муниципальный район,Кореновский муниципальный район,3621000,Муниципальный район,Муниципальный район,03621000,Без изменений,2010,2025,2023,30.96,Квадратный метр,Значение показателя за год,CD
1334,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Красноармейский муниципальный район,Красноармейский муниципальный район,3623000,Муниципальный район,Муниципальный район,03623000,Без изменений,2010,2025,2023,27.19,Квадратный метр,Значение показателя за год,CD
1350,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Крыловский муниципальный район,Крыловский муниципальный район,3624000,Муниципальный район,Муниципальный район,03624000,Без изменений,2010,2025,2023,22.67,Квадратный метр,Значение показателя за год,CD
1366,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Крымский муниципальный район,Крымский муниципальный район,3625000,Муниципальный район,Муниципальный район,03625000,Без изменений,2010,2025,2023,24.13,Квадратный метр,Значение показателя за год,CD
1382,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Курганинский муниципальный район,Курганинский муниципальный район,3627000,Муниципальный район,Муниципальный район,03627000,Без изменений,2010,2025,2023,28.41,Квадратный метр,Значение показателя за год,CD
1398,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Кущевский муниципальный район,Кущевский муниципальный район,3628000,Муниципальный район,Муниципальный район,03628000,Без изменений,2010,2025,2023,30.21,Квадратный метр,Значение показателя за год,CD
1414,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Лабинский муниципальный район,Лабинский муниципальный район,3630000,Муниципальный район,Муниципальный район,03630000,Без изменений,2010,2025,2023,29.13,Квадратный метр,Значение показателя за год,CD
1430,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Ленинградский муниципальный район,Ленинградский муниципальный район,3632000,Муниципальный район,Муниципальный район,03632000,Без изменений,2010,2025,2023,27.55,Квадратный метр,Значение показателя за год,CD
1446,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Мостовский муниципальный район,Мостовский муниципальный район,3633000,Муниципальный район,Муниципальный район,03633000,Без изменений,2010,2025,2023,23.42,Квадратный метр,Значение показателя за год,CD
1462,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Новокубанский муниципальный район,Новокубанский муниципальный район,3634000,Муниципальный район,Муниципальный район,03634000,Без изменений,2010,2025,2023,24.51,Квадратный метр,Значение показателя за год,CD
1478,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Новопокровский муниципальный район,Новопокровский муниципальный район,3635000,Муниципальный район,Муниципальный район,03635000,Без изменений,2010,2025,2023,26.61,Квадратный метр,Значение показателя за год,CD
1494,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Отрадненский муниципальный район,Отрадненский муниципальный район,3637000,Муниципальный район,Муниципальный район,03637000,Без изменений,2010,2025,2023,23.23,Квадратный метр,Значение показателя за год,CD
1510,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Павловский муниципальный район,Павловский муниципальный район,3639000,Муниципальный район,Муниципальный район,03639000,Без изменений,2010,2025,2023,27.36,Квадратный метр,Значение показателя за год,CD
1526,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Приморско-Ахтарский муниципальный район,Приморско-Ахтарский муниципальный район,3641000,Муниципальный район,Муниципальный район,03641000,Без изменений,2010,2025,2023,24.16,Квадратный метр,Значение показателя за год,CD
1542,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Северский муниципальный район,Северский муниципальный район,3643000,Муниципальный район,Муниципальный район,03643000,Без изменений,2010,2025,2023,28.85,Квадратный метр,Значение показателя за год,CD
1558,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Славянский муниципальный район,Славянский муниципальный район,3645000,Муниципальный район,Муниципальный район,03645000,Без изменений,2010,2025,2023,27.79,Квадратный метр,Значение показателя за год,CD
1574,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Староминский муниципальный район,Староминский муниципальный район,3647000,Муниципальный район,Муниципальный район,03647000,Без изменений,2010,2025,2023,24.72,Квадратный метр,Значение показателя за год,CD
1590,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Тбилисский муниципальный район,Тбилисский муниципальный район,3649000,Муниципальный район,Муниципальный район,03649000,Без изменений,2010,2025,2023,27.39,Квадратный метр,Значение показателя за год,CD
1606,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Темрюкский муниципальный район,Темрюкский муниципальный район,3651000,Муниципальный район,Муниципальный район,03651000,Без изменений,2010,2025,2023,27.38,Квадратный метр,Значение показателя за год,CD
1622,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Тимашевский муниципальный район,Тимашевский муниципальный район,3653000,Муниципальный район,Муниципальный район,03653000,Без изменений,2010,2025,2023,23.43,Квадратный метр,Значение показателя за год,CD
1638,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Тихорецкий муниципальный район,Тихорецкий муниципальный район,3654000,Муниципальный район,Муниципальный район,03654000,Без изменений,2010,2025,2023,33.43,Квадратный метр,Значение показателя за год,CD
1654,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Туапсинский муниципальный район,Туапсинский муниципальный район,3655000,Муниципальный район,Муниципальный район,03655000,Без изменений,2010,2025,2023,27.8,Квадратный метр,Значение показателя за год,CD
1670,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Успенский муниципальный район,Успенский муниципальный район,3656000,Муниципальный район,Муниципальный район,03656000,Без изменений,2010,2025,2023,28.76,Квадратный метр,Значение показателя за год,CD
1686,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Усть-Лабинский муниципальный район,Усть-Лабинский муниципальный район,3657000,Муниципальный район,Муниципальный район,03657000,Без изменений,2010,2025,2023,27.65,Квадратный метр,Значение показателя за год,CD
1702,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Щербиновский муниципальный район,Щербиновский муниципальный район,3659000,Муниципальный район,Муниципальный район,03659000,Без изменений,2010,2025,2023,30.31,Квадратный метр,Значение показателя за год,CD
1718,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город Краснодар,Город Краснодар,3701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03701000,Без изменений,2010,2025,2023,38.96,Квадратный метр,Значение показателя за год,CD
1734,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город-курорт Анапа,Город-курорт Анапа,3703000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03703000,Без изменений,2010,2025,2023,42.43,Квадратный метр,Значение показателя за год,CD
1750,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город Армавир,Город Армавир,3705000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03705000,Без изменений,2010,2025,2023,23.95,Квадратный метр,Значение показателя за год,CD
1766,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город-курорт Геленджик,Город-курорт Геленджик,3708000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03708000,Без изменений,2010,2025,2023,47.42,Квадратный метр,Значение показателя за год,CD
1782,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город Горячий Ключ,Город Горячий Ключ,3709000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03709000,Без изменений,2010,2025,2023,29.48,Квадратный метр,Значение показателя за год,CD
1798,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город Новороссийск,Город Новороссийск,3720000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03720000,Без изменений,2010,2025,2023,30.85,Квадратный метр,Значение показателя за год,CD
1814,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Город-курорт Сочи,Город-курорт Сочи,3726000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03726000,Выделение,2010,2025,2023,31.4,Квадратный метр,Значение показателя за год,CD
1815,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",3,Краснодарский край,Муниципальное образование верхнего уровня,Сириус,Сириус,3731000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",03726000,Выделение,2021,2025,2023,2.18,Квадратный метр,Значение показателя за год,CD
1818,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Пировский муниципальный округ,Пировский муниципальный округ,4545000,Муниципальный округ,Муниципальный округ,04545000,Изменен тип и название,2021,2025,2023,33.65,Квадратный метр,Значение показателя за год,CD
1821,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Тюхтетский муниципальный округ,Тюхтетский муниципальный округ,4555000,Муниципальный округ,Муниципальный округ,04555000,Изменен тип и название,2021,2025,2023,26.62,Квадратный метр,Значение показателя за год,CD
1824,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Шарыповский муниципальный округ,Шарыповский муниципальный округ,4558000,Муниципальный округ,Муниципальный округ,04558000,Изменен тип и название,2021,2025,2023,39.18,Квадратный метр,Значение показателя за год,CD
1840,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Абанский муниципальный район,Абанский муниципальный район,4601000,Муниципальный район,Муниципальный район,04601000,Без изменений,2010,2025,2023,27.28,Квадратный метр,Значение показателя за год,CD
1856,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Ачинский муниципальный район,Ачинский муниципальный район,4603000,Муниципальный район,Муниципальный район,04603000,Без изменений,2010,2025,2023,33.47,Квадратный метр,Значение показателя за год,CD
1872,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Балахтинский муниципальный район,Балахтинский муниципальный район,4604000,Муниципальный район,Муниципальный район,04604000,Без изменений,2010,2025,2023,31.6,Квадратный метр,Значение показателя за год,CD
1888,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Березовский муниципальный район,Березовский муниципальный район,4605000,Муниципальный район,Муниципальный район,04605000,Без изменений,2010,2025,2023,31.85,Квадратный метр,Значение показателя за год,CD
1904,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",4,Красноярский край,Муниципальное образование верхнего уровня,Бирилюсский муниципальный район,Бирилюсский муниципальный район,4606000,Муниципальный район,Муниципальный район,04606000,Без изменений,2010,2025,2023,32.43,Квадратный метр,Значение показателя за год,CD
