,oktmo,value,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name
2078,64-748-000-000,0.3333333333333333,Томаринский,1966,городской округ Томаринский,городской округ,65,Сахалинская область
2079,64-750-000-000,-2.909090909090909,Тымовский,1967,городской округ Тымовский,городской округ,65,Сахалинская область
2080,64-752-000-000,-31.89189189189189,Углегорский,1968,городской округ Углегорский,городской округ,65,Сахалинская область
2081,64-754-000-000,-4.588235294117647,Холмский,1969,городской округ Холмский,городской округ,65,Сахалинская область
2082,64-756-000-000,-2.888888888888889,Южно-Курильский,1970,городской округ Южно-Курильский,городской округ,65,Сахалинская область
2083,65-608-000-000,-0.125,Байкаловский,2039,Байкаловский муниципальный район,муниципальный район,66,Свердловская область
2084,65-623-000-000,5.7368421052631575,Камышловский,2040,Камышловский муниципальный район,муниципальный район,66,Свердловская область
2085,65-628-000-000,8.5,Нижнесергинский,2042,Нижнесергинский муниципальный район,муниципальный район,66,Свердловская область
2086,65-639-000-000,-1.0857142857142856,Слободо-Туринский,2041,Слободо-Туринский муниципальный район,муниципальный район,66,Свердловская область
2087,65-645-000-000,-3.5,Таборинский,2043,Таборинский муниципальный район,муниципальный район,66,Свердловская область
2088,65-701-000-000,-130.5581395348837,Екатеринбург,1971,городской округ город Екатеринбург,городской округ,66,Свердловская область
2089,65-703-000-000,-2.2051282051282053,Артемовский,1973,городской округ Артемовский,городской округ,66,Свердловская область
2090,65-704-000-000,-5.1,Артинский,2017,городской округ Артинский,городской округ,66,Свердловская область
2091,65-705-000-000,-1.5897435897435896,Ачитский,2018,городской округ Ачитский,городской округ,66,Свердловская область
2092,65-706-000-000,-9.675675675675675,Белоярский,2019,городской округ Белоярский,городской округ,66,Свердловская область
2093,65-707-000-000,1.4736842105263157,Богданович,1978,городской округ Богданович,городской округ,66,Свердловская область
2094,65-708-000-000,-0.7777777777777778,Верхнесалдинский,1981,городской округ Верхнесалдинский,городской округ,66,Свердловская область
2095,65-709-000-000,-3.7222222222222223,Верхотурский,2021,городской округ Верхотурский,городской округ,66,Свердловская область
2096,65-710-000-000,-2.838709677419355,Гаринский,2022,городской округ Гаринский,городской округ,66,Свердловская область
2097,65-711-000-000,-2.054054054054054,Ирбитское,2023,городской округ Ирбитское,городской округ,66,Свердловская область
2098,65-712-000-000,5.176470588235294,Каменский,2024,городской округ Каменский,городской округ,66,Свердловская область
2099,65-713-000-000,0.2857142857142857,Красноуфимский,2025,городской округ Красноуфимский округ,городской округ,66,Свердловская область
2100,65-714-000-000,11.555555555555555,Невьянский,1999,городской округ Невьянский,городской округ,66,Свердловская область
2101,65-715-000-000,-8.368421052631579,Нижнетуринский,2002,городской округ Нижнетуринский,городской округ,66,Свердловская область
2102,65-716-000-000,4.5,Новолялинский,2028,городской округ Новолялинский,городской округ,66,Свердловская область
2103,65-717-000-000,-5.333333333333333,Горноуральский,2029,городской округ Горноуральский,городской округ,66,Свердловская область
2104,65-718-000-000,-0.9411764705882353,Пышминский,2030,городской округ Пышминский,городской округ,66,Свердловская область
2105,65-719-000-000,-6.157894736842105,Ревда,2006,городской округ Ревда,городской округ,66,Свердловская область
2106,65-720-000-000,13.45,Режевской,2008,городской округ Режевской,городской округ,66,Свердловская область
2107,65-721-000-000,-6.689655172413793,Сосьвинский,2031,городской округ Сосьвинский,городской округ,66,Свердловская область
2108,65-722-000-000,75.21951219512195,Сысертский,2032,городской округ Сысертский,городской округ,66,Свердловская область
2109,65-723-000-000,1.6756756756756757,Тавдинский,2012,городской округ Тавдинский,городской округ,66,Свердловская область
2110,65-724-000-000,-1.4285714285714286,Талицкий,2034,городской округ Талицкий,городской округ,66,Свердловская область
2111,65-725-000-000,-3.4444444444444446,Тугулымский,2035,городской округ Тугулымский,городской округ,66,Свердловская область
2112,65-726-000-000,-2.5142857142857142,Туринский,2036,городской округ Туринский,городской округ,66,Свердловская область
2113,65-727-000-000,4.105263157894737,Шалинский,2037,городской округ Шалинский,городской округ,66,Свердловская область
2114,65-728-000-000,8.486486486486486,Алапаевск,1972,городской округ город Алапаевск,городской округ,66,Свердловская область
2115,65-729-000-000,22.7,Арамильский,2033,городской округ Арамильский,городской округ,66,Свердловская область
2116,65-730-000-000,9.222222222222221,Асбестовский,1974,городской округ Асбестовский,городской округ,66,Свердловская область
2117,65-731-000-000,-4.564102564102564,Березовский,1977,городской округ Березовский,городской округ,66,Свердловская область
2118,65-732-000-000,127.65853658536585,Верхняя Пышма,1979,городской округ Верхняя Пышма,городской округ,66,Свердловская область
2119,65-733-000-000,1.7777777777777777,Верхний Тагил,1992,городской округ Верхний Тагил,городской округ,66,Свердловская область
2120,65-734-000-000,1.411764705882353,Верхняя Тура,1997,городской округ Верхняя Тура,городской округ,66,Свердловская область
2121,65-735-000-000,3.393939393939394,Волчанский,1989,городской округ Волчанский,городской округ,66,Свердловская область
2122,65-736-000-000,-4.121212121212121,Дегтярск,2007,городской округ Дегтярск,городской округ,66,Свердловская область
2123,65-737-000-000,11.72972972972973,Заречный,1982,городской округ Заречный,городской округ,66,Свердловская область
2124,65-738-000-000,-7.948717948717949,Ивдельский,1983,городской округ Ивдельский,городской округ,66,Свердловская область
2125,65-739-000-000,1.7058823529411764,Ирбит,1985,городской округ город Ирбит,городской округ,66,Свердловская область
2126,65-740-000-000,4.975609756097561,Каменск-Уральский,1986,городской округ город Каменск-Уральский,городской округ,66,Свердловская область
2127,65-741-000-000,-3.388888888888889,Камышловский,1987,городской округ Камышловский,городской округ,66,Свердловская область
2128,65-742-000-000,-1.135135135135135,Карпинск,1988,городской округ Карпинск,городской округ,66,Свердловская область
2129,65-743-000-000,-2.65,Качканарский,1990,городской округ Качканарский,городской округ,66,Свердловская область
2130,65-744-000-000,-2.054054054054054,Кировградский,1991,городской округ Кировградский,городской округ,66,Свердловская область
2131,65-745-000-000,2.810810810810811,Краснотурьинск,1993,городской округ Краснотурьинск,городской округ,66,Свердловская область
2132,65-746-000-000,7.5625,Красноуральск,1994,городской округ Красноуральск,городской округ,66,Свердловская область
2133,65-747-000-000,10.277777777777779,Красноуфимск,1995,городской округ Красноуфимск,городской округ,66,Свердловская область
2134,65-748-000-000,-4.9743589743589745,Кушвинский,1996,городской округ Кушвинский,городской округ,66,Свердловская область
2135,65-750-000-000,0.9032258064516129,Нижняя Салда,2001,городской округ Нижняя Салда,городской округ,66,Свердловская область
2136,65-751-000-000,-74.09756097560975,Нижний Тагил,2000,городской округ город Нижний Тагил,городской округ,66,Свердловская область
2137,65-753-000-000,-11.128205128205128,Первоуральск,2004,городской округ Первоуральск,городской округ,66,Свердловская область
2138,65-754-000-000,-13.891891891891891,Полевской,2005,городской округ Полевской,городской округ,66,Свердловская область
2139,65-755-000-000,9.714285714285714,Североуральский,2009,городской округ Североуральский,городской округ,66,Свердловская область
2140,65-756-000-000,-18.64864864864865,Серовский,2010,городской округ Серовский,городской округ,66,Свердловская область
2141,65-757-000-000,16.7027027027027,Среднеуральск,1980,городской округ Среднеуральск,городской округ,66,Свердловская область
2142,65-758-000-000,6.7368421052631575,Сухой Лог,2011,городской округ Сухой Лог,городской округ,66,Свердловская область
2143,65-759-000-000,-2.625,Бисертский,2027,городской округ Бисертский,городской округ,66,Свердловская область
2144,65-760-000-000,-2.1379310344827585,Верхнее Дуброво,2020,городской округ Верхнее Дуброво,городской округ,66,Свердловская область
2145,65-761-000-000,1.0303030303030303,Верх-Нейвинский,2026,городской округ Верх-Нейвинский,городской округ,66,Свердловская область
2146,65-762-000-000,1.9393939393939394,Малышевский,1975,городской округ Малышевский,городской округ,66,Свердловская область
2147,65-763-000-000,8.514285714285714,Рефтинский,1976,городской округ Рефтинский,городской округ,66,Свердловская область
2148,65-764-000-000,-0.896551724137931,Пелым,1984,городской округ Пелым,городской округ,66,Свердловская область
2149,65-766-000-000,0.967741935483871,Староуткинск,2038,городской округ Староуткинск,городской округ,66,Свердловская область
2150,65-769-000-000,-5.2727272727272725,Махнёвское,2016,городской округ Махнёвское,городской округ,66,Свердловская область
2151,65-771-000-000,-5.081081081081081,Алапаевское,2015,городской округ Алапаевское,городской округ,66,Свердловская область
2152,66-603-000-000,-1.1764705882352942,Велижский,2046,Велижский муниципальный район,муниципальный район,67,Смоленская область
2153,66-605-000-000,2.45,Вяземский,2047,Вяземский муниципальный район,муниципальный район,67,Смоленская область
2154,66-608-000-000,-19.0,Гагаринский,2048,Гагаринский муниципальный район,муниципальный район,67,Смоленская область
2155,66-609-000-000,0.17142857142857143,Глинковский,2049,Глинковский муниципальный район,муниципальный район,67,Смоленская область
2156,66-611-000-000,1.641025641025641,Демидовский,2050,Демидовский муниципальный район,муниципальный район,67,Смоленская область
2157,66-614-000-000,-8.871794871794872,Дорогобужский,2051,Дорогобужский муниципальный район,муниципальный район,67,Смоленская область
2158,66-616-000-000,-3.8947368421052633,Духовщинский,2052,Духовщинский муниципальный район,муниципальный район,67,Смоленская область
2159,66-619-000-000,-5.891891891891892,Ельнинский,2053,Ельнинский муниципальный район,муниципальный район,67,Смоленская область
2160,66-621-000-000,-1.625,Ершичский,2054,Ершичский муниципальный район,муниципальный район,67,Смоленская область
2161,66-623-000-000,3.2777777777777777,Кардымовский,2055,Кардымовский муниципальный район,муниципальный район,67,Смоленская область
2162,66-624-000-000,-5.421052631578948,Краснинский,2056,Краснинский муниципальный район,муниципальный район,67,Смоленская область
2163,66-627-000-000,-0.47058823529411764,Монастырщинский,2057,Монастырщинский муниципальный район,муниципальный район,67,Смоленская область
2164,66-630-000-000,-5.818181818181818,Новодугинский,2058,Новодугинский муниципальный район,муниципальный район,67,Смоленская область
2165,66-633-000-000,0.46153846153846156,Починковский,2059,Починковский муниципальный район,муниципальный район,67,Смоленская область
2166,66-636-000-000,-14.76923076923077,Рославльский,2060,Рославльский муниципальный район,муниципальный район,67,Смоленская область
2167,66-638-000-000,-6.176470588235294,Руднянский,2061,Руднянский муниципальный район,муниципальный район,67,Смоленская область
2168,66-641-000-000,-3.210526315789474,Сафоновский,2062,Сафоновский муниципальный район,муниципальный район,67,Смоленская область
2169,66-644-000-000,51.0,Смоленский,2063,Смоленский муниципальный район,муниципальный район,67,Смоленская область
2170,66-646-000-000,4.0,Сычевский,2064,Сычевский муниципальный район,муниципальный район,67,Смоленская область
2171,66-648-000-000,-2.303030303030303,Темкинский,2065,Темкинский муниципальный район,муниципальный район,67,Смоленская область
2172,66-650-000-000,-3.764705882352941,Угранский,2066,Угранский муниципальный район,муниципальный район,67,Смоленская область
2173,66-652-000-000,-1.393939393939394,Хиславичский,2067,Хиславичский муниципальный район,муниципальный район,67,Смоленская область
2174,66-654-000-000,-5.0,Холм-Жирковский,2068,Холм-Жирковский муниципальный район,муниципальный район,67,Смоленская область
2175,66-656-000-000,-4.611111111111111,Шумячский,2069,Шумячский муниципальный район,муниципальный район,67,Смоленская область
2176,66-658-000-000,2.35,Ярцевский,2070,Ярцевский муниципальный район,муниципальный район,67,Смоленская область
2177,66-701-000-000,-22.9,Смоленск,2044,городской округ город Смоленск,городской округ,67,Смоленская область
2178,66-710-000-000,-2.4615384615384617,Десногорск,2045,городской округ город Десногорск,городской округ,67,Смоленская область
2179,67-302-000-000,38.38235294117647,Балаклавский,2608,внутригородская территория города федерального значения Балаклавский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2180,67-304-000-000,-5.586206896551724,Инкерман,2609,внутригородская территория города федерального значения город Инкерман,внутригородская территория города федерального значения,92,Севастополь
2181,67-306-000-000,-4.346153846153846,Орлиновский,2610,внутригородская территория города федерального значения Орлиновский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2182,67-308-000-000,-0.05263157894736842,Терновский,2611,внутригородская территория города федерального значения Терновский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2183,67-310-000-000,159.02941176470588,Гагаринский,2612,внутригородская территория города федерального значения Гагаринский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2184,67-312-000-000,30.764705882352942,Ленинский,2613,внутригородская территория города федерального значения Ленинский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2185,67-314-000-000,144.0,Нахимовский,2614,внутригородская территория города федерального значения Нахимовский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2186,67-316-000-000,-1.5789473684210527,Верхнесадовский,2615,внутригородская территория города федерального значения Верхнесадовский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2187,67-318-000-000,3.130434782608696,Андреевский,2616,внутригородская территория города федерального значения Андреевский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2188,67-320-000-000,-4.870967741935484,Качинский,2617,внутригородская территория города федерального значения Качинский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь
2189,68-502-000-000,-0.7647058823529411,Бондарский,2078,Бондарский муниципальный округ,муниципальный округ,68,Тамбовская область
2190,68-503-000-000,-4.484848484848484,Гавриловский,2079,Гавриловский муниципальный округ,муниципальный округ,68,Тамбовская область
2191,68-504-000-000,-0.05555555555555555,Жердевский,2080,Жердевский муниципальный округ,муниципальный округ,68,Тамбовская область
2192,68-506-000-000,-7.257142857142857,Знаменский,2081,Знаменский муниципальный округ,муниципальный округ,68,Тамбовская область
2193,68-508-000-000,0.7027027027027027,Инжавинский,2082,Инжавинский муниципальный округ,муниципальный округ,68,Тамбовская область
2194,68-510-000-000,-4.411764705882353,Кирсановский,2083,Кирсановский муниципальный округ,муниципальный округ,68,Тамбовская область
2195,68-512-000-000,-15.846153846153847,Мичуринский,2084,Мичуринский муниципальный округ,муниципальный округ,68,Тамбовская область
2196,68-514-000-000,1.696969696969697,Мордовский,2085,Мордовский муниципальный округ,муниципальный округ,68,Тамбовская область
2197,68-516-000-000,0.8,Моршанский,2086,Моршанский муниципальный округ,муниципальный округ,68,Тамбовская область
2198,68-518-000-000,-4.216216216216216,Мучкапский,2087,Мучкапский муниципальный округ,муниципальный округ,68,Тамбовская область
2199,68-520-000-000,-9.444444444444445,Никифоровский,2088,Никифоровский муниципальный округ,муниципальный округ,68,Тамбовская область
2200,68-522-000-000,0.6285714285714286,Первомайский,2089,Первомайский муниципальный округ,муниципальный округ,68,Тамбовская область
2201,68-524-000-000,-2.7567567567567566,Петровский,2090,Петровский муниципальный округ,муниципальный округ,68,Тамбовская область
2202,68-526-000-000,0.0,Пичаевский,2091,Пичаевский муниципальный округ,муниципальный округ,68,Тамбовская область
2203,68-528-000-000,-0.35294117647058826,Рассказовский,2092,Рассказовский муниципальный округ,муниципальный округ,68,Тамбовская область
2204,68-530-000-000,3.696969696969697,Ржаксинский,2093,Ржаксинский муниципальный округ,муниципальный округ,68,Тамбовская область
2205,68-532-000-000,-2.0,Сампурский,2094,Сампурский муниципальный округ,муниципальный округ,68,Тамбовская область
2206,68-534-000-000,-2.0526315789473686,Сосновский,2095,Сосновский муниципальный округ,муниципальный округ,68,Тамбовская область
2207,68-536-000-000,-2.4242424242424243,Староюрьевский,2096,Староюрьевский муниципальный округ,муниципальный округ,68,Тамбовская область
2208,68-540-000-000,-8.5,Тамбовский,3010,Тамбовский муниципальный округ,муниципальный округ,68,Тамбовская область
2209,68-542-000-000,1.027027027027027,Токарёвский,2098,Токарёвский муниципальный округ,муниципальный округ,68,Тамбовская область
2210,68-544-000-000,2.484848484848485,Уваровский,2099,Уваровский муниципальный округ,муниципальный округ,68,Тамбовская область
2211,68-546-000-000,0.0,Умётский,2100,Умётский муниципальный округ,муниципальный округ,68,Тамбовская область
2212,68-602-000-000,-0.7647058823529411,Бондарский,2078,Бондарский муниципальный район,муниципальный район,68,Тамбовская область
2213,68-603-000-000,-4.484848484848484,Гавриловский,2079,Гавриловский муниципальный район,муниципальный район,68,Тамбовская область
2214,68-604-000-000,-0.05555555555555555,Жердевский,2080,Жердевский муниципальный район,муниципальный район,68,Тамбовская область
2215,68-606-000-000,-7.257142857142857,Знаменский,2081,Знаменский муниципальный район,муниципальный район,68,Тамбовская область
2216,68-608-000-000,0.7027027027027027,Инжавинский,2082,Инжавинский муниципальный район,муниципальный район,68,Тамбовская область
2217,68-610-000-000,-4.411764705882353,Кирсановский,2083,Кирсановский муниципальный район,муниципальный район,68,Тамбовская область
2218,68-612-000-000,-15.846153846153847,Мичуринский,2084,Мичуринский муниципальный район,муниципальный район,68,Тамбовская область
2219,68-614-000-000,1.696969696969697,Мордовский,2085,Мордовский муниципальный район,муниципальный район,68,Тамбовская область
2220,68-616-000-000,0.8,Моршанский,2086,Моршанский муниципальный район,муниципальный район,68,Тамбовская область
2221,68-618-000-000,-4.216216216216216,Мучкапский,2087,Мучкапский муниципальный район,муниципальный район,68,Тамбовская область
2222,68-620-000-000,-9.444444444444445,Никифоровский,2088,Никифоровский муниципальный район,муниципальный район,68,Тамбовская область
2223,68-622-000-000,0.6285714285714286,Первомайский,2089,Первомайский муниципальный район,муниципальный район,68,Тамбовская область
2224,68-624-000-000,-2.7567567567567566,Петровский,2090,Петровский муниципальный район,муниципальный район,68,Тамбовская область
2225,68-626-000-000,0.0,Пичаевский,2091,Пичаевский муниципальный район,муниципальный район,68,Тамбовская область
2226,68-628-000-000,-0.35294117647058826,Рассказовский,2092,Рассказовский муниципальный район,муниципальный район,68,Тамбовская область
2227,68-630-000-000,3.696969696969697,Ржаксинский,2093,Ржаксинский муниципальный район,муниципальный район,68,Тамбовская область
2228,68-632-000-000,-2.0,Сампурский,2094,Сампурский муниципальный район,муниципальный район,68,Тамбовская область
2229,68-634-000-000,-2.0526315789473686,Сосновский,2095,Сосновский муниципальный район,муниципальный район,68,Тамбовская область
2230,68-636-000-000,-2.4242424242424243,Староюрьевский,2096,Староюрьевский муниципальный район,муниципальный район,68,Тамбовская область
2231,68-640-000-000,-8.5,Тамбовский,2097,Тамбовский муниципальный район,муниципальный район,68,Тамбовская область
2232,68-640-000-000,-8.5,Тамбовский,3010,Тамбовский муниципальный район,муниципальный район,68,Тамбовская область
2233,68-642-000-000,1.027027027027027,Токарёвский,2098,Токарёвский муниципальный район,муниципальный район,68,Тамбовская область
2234,68-644-000-000,2.484848484848485,Уваровский,2099,Уваровский муниципальный район,муниципальный район,68,Тамбовская область
2235,68-646-000-000,0.0,Умётский,2100,Умётский муниципальный район,муниципальный район,68,Тамбовская область
2236,68-701-000-000,-38.45,Тамбов,2071,городской округ город Тамбов,городской округ,68,Тамбовская область
2237,68-701-000-000,-38.45,Тамбов,3009,городской округ город Тамбов,городской округ,68,Тамбовская область
2238,68-705-000-000,-0.972972972972973,Кирсанов,2072,городской округ город Кирсанов,городской округ,68,Тамбовская область
2239,68-710-000-000,3.7837837837837838,Котовск,2073,городской округ город Котовск,городской округ,68,Тамбовская область
2240,68-715-000-000,10.390243902439025,Мичуринск,2074,городской округ город Мичуринск,городской округ,68,Тамбовская область
2241,68-720-000-000,3.0555555555555554,Моршанск,2075,городской округ город Моршанск,городской округ,68,Тамбовская область
2242,68-725-000-000,-4.162162162162162,Рассказово,2076,городской округ город Рассказово,городской округ,68,Тамбовская область
2243,68-730-000-000,7.473684210526316,Уварово,2077,городской округ город Уварово,городской округ,68,Тамбовская область
2244,69-604-000-000,-6.258064516129032,Александровский,2148,Александровский муниципальный район,муниципальный район,70,Томская область
2245,69-608-000-000,1.8333333333333333,Асиновский,2149,Асиновский муниципальный район,муниципальный район,70,Томская область
2246,69-612-000-000,1.096774193548387,Бакчарский,2150,Бакчарский муниципальный район,муниципальный район,70,Томская область
2247,69-616-000-000,-5.542857142857143,Верхнекетский,2151,Верхнекетский муниципальный район,муниципальный район,70,Томская область
2248,69-620-000-000,4.0588235294117645,Зырянский,2152,Зырянский муниципальный район,муниципальный район,70,Томская область
2249,69-624-000-000,0.42424242424242425,Каргасокский,2153,Каргасокский муниципальный район,муниципальный район,70,Томская область
2250,69-628-000-000,-1.9428571428571428,Кожевниковский,2154,Кожевниковский муниципальный район,муниципальный район,70,Томская область
2251,69-632-000-000,-9.314285714285715,Колпашевский,2155,Колпашевский муниципальный район,муниципальный район,70,Томская область
2252,69-636-000-000,1.878787878787879,Кривошеинский,2156,Кривошеинский муниципальный район,муниципальный район,70,Томская область
2253,69-640-000-000,1.1764705882352942,Молчановский,2157,Молчановский муниципальный район,муниципальный район,70,Томская область
2254,69-644-000-000,-2.5833333333333335,Парабельский,2158,Парабельский муниципальный район,муниципальный район,70,Томская область
2255,69-648-000-000,-9.405405405405405,Первомайский,2159,Первомайский муниципальный район,муниципальный район,70,Томская область
2256,69-652-000-000,3.7714285714285714,Тегульдетский,2160,Тегульдетский муниципальный район,муниципальный район,70,Томская область
2257,69-654-000-000,20.64864864864865,Томский,2161,Томский муниципальный район,муниципальный район,70,Томская область
2258,69-656-000-000,2.5714285714285716,Чаинский,2162,Чаинский муниципальный район,муниципальный район,70,Томская область
2259,69-658-000-000,-1.8181818181818181,Шегарский,2163,Шегарский муниципальный район,муниципальный район,70,Томская область
2260,69-701-000-000,-226.73170731707316,Томск,2144,городской округ город Томск,городской округ,70,Томская область
2261,69-707-000-000,0.06666666666666667,Кедровый,2145,городской округ город Кедровый,городской округ,70,Томская область
2262,69-710-000-000,-24.38888888888889,Стрежевой,2146,городской округ город Стрежевой,городской округ,70,Томская область
2263,70-604-000-000,0.6842105263157895,Арсеньевский,2171,Арсеньевский муниципальный район,муниципальный район,71,Тульская область
2264,70-606-000-000,-1.368421052631579,Белевский,2172,Белевский муниципальный район,муниципальный район,71,Тульская область
2265,70-608-000-000,14.102564102564102,Богородицкий,2173,Богородицкий муниципальный район,муниципальный район,71,Тульская область
2266,70-612-000-000,6.631578947368421,Веневский,2174,Веневский муниципальный район,муниципальный район,71,Тульская область
2267,70-616-000-000,0.17647058823529413,Воловский,2175,Воловский муниципальный район,муниципальный район,71,Тульская область
2268,70-618-000-000,0.7058823529411765,Дубенский,2176,Дубенский муниципальный район,муниципальный район,71,Тульская область
2269,70-622-000-000,10.842105263157896,Заокский,2177,Заокский муниципальный район,муниципальный район,71,Тульская область
2270,70-624-000-000,-2.7333333333333334,Каменский,2178,Каменский муниципальный район,муниципальный район,71,Тульская область
2271,70-626-000-000,14.974358974358974,Кимовский,2179,Кимовский муниципальный район,муниципальный район,71,Тульская область
2272,70-628-000-000,22.78048780487805,Киреевский,2180,Киреевский муниципальный район,муниципальный район,71,Тульская область
2273,70-630-000-000,2.5294117647058822,Куркинский,2181,Куркинский муниципальный район,муниципальный район,71,Тульская область
2274,70-636-000-000,6.631578947368421,Одоевский,2182,Одоевский муниципальный район,муниципальный район,71,Тульская область
2275,70-638-000-000,12.5,Плавский,2183,Плавский муниципальный район,муниципальный район,71,Тульская область
2276,70-640-000-000,-10.0,Суворовский,2184,Суворовский муниципальный район,муниципальный район,71,Тульская область
2277,70-642-000-000,2.5714285714285716,Тепло-Огаревский,2185,Тепло-Огаревский муниципальный район,муниципальный район,71,Тульская область
2278,70-644-000-000,29.72972972972973,Узловский,2186,Узловский муниципальный район,муниципальный район,71,Тульская область
2279,70-646-000-000,-2.0,Чернский,2187,Чернский муниципальный район,муниципальный район,71,Тульская область
2280,70-648-000-000,-19.75609756097561,Щекинский,2188,Щекинский муниципальный район,муниципальный район,71,Тульская область
2281,70-650-000-000,6.105263157894737,Ясногорский,2189,Ясногорский муниципальный район,муниципальный район,71,Тульская область
2282,70-701-000-000,10.390243902439025,Тула,2164,городской округ город Тула,городской округ,71,Тульская область
2283,70-702-000-000,1.0625,Новогуровский,2166,городской округ рабочий поселок Новогуровский,городской округ,71,Тульская область
2284,70-706-000-000,10.051282051282051,Алексин,2165,городской округ город Алексин,городской округ,71,Тульская область
2285,70-712-000-000,-11.842105263157896,Донской,2167,городской округ город Донской,городской округ,71,Тульская область
2286,70-714-000-000,13.179487179487179,Ефремов,2168,городской округ город Ефремов,городской округ,71,Тульская область
2287,70-724-000-000,19.675675675675677,Новомосковск,2169,городской округ город Новомосковск,городской округ,71,Тульская область
2288,70-730-000-000,-0.3448275862068966,Славный,2170,городской округ Славный,городской округ,71,Тульская область
2289,71-603-000-000,-2.972972972972973,Абатский,2195,Абатский муниципальный район,муниципальный район,72,Тюменская область
2290,71-605-000-000,-0.3225806451612903,Армизонский,2196,Армизонский муниципальный район,муниципальный район,72,Тюменская область
2291,71-607-000-000,-2.642857142857143,Аромашевский,2197,Аромашевский муниципальный район,муниципальный район,72,Тюменская область
2292,71-610-000-000,-6.882352941176471,Бердюжский,2198,Бердюжский муниципальный район,муниципальный район,72,Тюменская область
2293,71-613-000-000,-2.857142857142857,Вагайский,2199,Вагайский муниципальный район,муниципальный район,72,Тюменская область
2294,71-615-000-000,-6.235294117647059,Викуловский,2200,Викуловский муниципальный район,муниципальный район,72,Тюменская область
2295,71-618-000-000,-2.742857142857143,Голышмановский,2201,Голышмановский муниципальный район,муниципальный район,72,Тюменская область
2296,71-624-000-000,-1.7142857142857142,Исетский,2202,Исетский муниципальный район,муниципальный район,72,Тюменская область
2297,71-626-000-000,3.5,Ишимский,2203,Ишимский муниципальный район,муниципальный район,72,Тюменская область
2298,71-630-000-000,-2.111111111111111,Казанский,2204,Казанский муниципальный район,муниципальный район,72,Тюменская область
2299,71-632-000-000,5.0256410256410255,Нижнетавдинский,2205,Нижнетавдинский муниципальный район,муниципальный район,72,Тюменская область
