,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
2193,66-644-000-000,55193.8875,35881.475,43107.0875,38951.0875,,54903.925,39072.2625,42663.0,70119.4875,63459.75,36258.6875,33233.75,75600.0,42956.5125,40535.825,72953.275,63647.775,58065.587499999994,39128.85,,Смоленский,2063,Смоленский муниципальный район,муниципальный район,67,Смоленская область,66644000
2194,66-646-000-000,21491.725,22981.975,43836.625,,,,47421.4,22026.075,28050.575,,35654.7875,,150355.5,48185.8375,51520.8,44535.6,40779.4125,34440.35,47992.3375,34248.175,Сычевский,2064,Сычевский муниципальный район,муниципальный район,67,Смоленская область,66646000
2195,66-648-000-000,,,36758.9,25497.325,,,36161.05,21281.575,24199.7,,40312.275,,,24468.324999999997,31912.3125,48875.075,37346.9,30156.75,49085.375,,Темкинский,2065,Темкинский муниципальный район,муниципальный район,67,Смоленская область,66648000
2196,66-650-000-000,22430.35,24409.5,33629.1125,,,56368.2,28380.75,22122.725,26097.425,,35717.5875,,19581.6,21426.85,36165.5,,40962.825,32895.1625,47936.425,,Угранский,2066,Угранский муниципальный район,муниципальный район,67,Смоленская область,66650000
2197,66-652-000-000,,20748.425,35767.0625,,,,35756.45,26854.899999999998,25106.975,33290.65,34348.175,21364.675,16689.05,52375.2125,33369.075,43621.55,39977.3625,35792.04,48160.2625,,Хиславичский,2067,Хиславичский муниципальный район,муниципальный район,67,Смоленская область,66652000
2198,66-654-000-000,66947.375,28955.2875,34443.675,37844.325,,,25638.425,27676.675,28048.025,70514.25,36871.2375,23304.85,,22889.625,35304.9875,37674.075,39904.2125,92659.75,42723.525,,Холм-Жирковский,2068,Холм-Жирковский муниципальный район,муниципальный район,67,Смоленская область,66654000
2199,66-656-000-000,,23736.025,42978.5,,,45383.25,29255.387499999997,32556.216666666664,22372.125,25883.35,33227.0875,26122.65,17881.85,24960.125,35377.1125,47638.675,38270.9625,32708.5,38948.05,,Шумячский,2069,Шумячский муниципальный район,муниципальный район,67,Смоленская область,66656000
2200,66-658-000-000,22836.175,40706.7625,51884.0375,23634.65,,,39274.1875,41382.6,35484.3625,57564.15,35560.1625,34334.7,43920.0,28561.225,37268.6625,76135.475,41507.7,38851.7375,43446.5875,136544.1625,Ярцевский,2070,Ярцевский муниципальный район,муниципальный район,67,Смоленская область,66658000
2201,66-701-000-000,41548.25,46858.6125,59851.65,35725.7125,,46826.0,51146.775,52344.0875,82944.9125,75710.8625,41813.175,34269.7875,50519.95,37348.3,44647.4,70427.45,62392.8375,59186.1,60573.8125,86590.775,Смоленск,2044,городской округ город Смоленск,городской округ,67,Смоленская область,66701000
2202,66-710-000-000,38181.2875,36659.4,48797.3625,34853.45,,,46672.525,72524.0375,101752.45,87020.21250000001,32695.675,28666.2625,60855.67142857143,27392.475,38265.35,68712.35,48189.5375,52597.6,106810.7375,53891.8125,Десногорск,2045,городской округ город Десногорск,городской округ,67,Смоленская область,66710000
2203,67-302-000-000,35961.5,,70081.475,37337.7125,,44400.35,60610.625,51383.575,59090.275,61141.2,44899.425,37119.95,,70955.35,48896.1875,56399.3,46312.0375,,147321.8875,,Балаклавский,2608,внутригородская территория города федерального значения Балаклавский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67302000
2204,67-304-000-000,44028.675,,55734.75,,,,,,,61791.175,42842.825000000004,41754.125,,65476.025,43207.45,,46279.15,135502.75,,,Инкерман,2609,внутригородская территория города федерального значения город Инкерман,внутригородская территория города федерального значения,92,Севастополь,67304000
2205,67-306-000-000,,,66889.225,48122.925,,,,,,,43115.775,,,,40881.6125,48690.8,46837.0,,,,Орлиновский,2610,внутригородская территория города федерального значения Орлиновский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67306000
2206,67-308-000-000,,,73889.6,,,,,,,,41067.15,,,20870.475,55654.075,,,,,,Терновский,2611,внутригородская территория города федерального значения Терновский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67308000
2207,67-310-000-000,32704.5,,66396.75,56808.8375,,,60547.8125,72363.3,91997.3,64508.275,55933.775,68247.1,24264.440000000002,77598.45,63243.375,105652.2,55871.5125,45465.9,76428.525,77590.8875,Гагаринский,2612,внутригородская территория города федерального значения Гагаринский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67310000
2208,67-312-000-000,50614.425,49284.8625,65857.6625,60261.05,,,56926.175,60608.5,63794.2125,55557.25,45721.6,53481.425,41940.925,41564.72,54180.7625,113190.4875,49260.2,57182.3125,57187.1875,91894.975,Ленинский,2613,внутригородская территория города федерального значения Ленинский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67312000
2209,67-314-000-000,53284.0375,,37809.7875,50608.65,,,50776.1,67659.2625,77170.375,73350.625,49012.95,48958.6375,,,54682.925,33024.02857142857,31905.0375,49452.3875,84256.95,189269.35,Нахимовский,2614,внутригородская территория города федерального значения Нахимовский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67314000
2210,67-316-000-000,53246.325,,48736.55,22039.375,,,,,,,43629.475,,,43586.85,41889.75,96648.09999999999,,,,,Верхнесадовский,2615,внутригородская территория города федерального значения Верхнесадовский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67316000
2211,67-318-000-000,,,55081.625,,,,,,,,39314.475,,,50292.75,48436.3875,,,,,,Андреевский,2616,внутригородская территория города федерального значения Андреевский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67318000
2212,67-320-000-000,,,51737.875,29866.475,,19651.7,,,,,43863.2625,,,32296.225,44523.2125,,47035.45,,,,Качинский,2617,внутригородская территория города федерального значения Качинский муниципальный округ,внутригородская территория города федерального значения,92,Севастополь,67320000
2213,68-502-000-000,20669.975,,42317.325,,,,30358.620000000003,26943.575,29756.125,47010.475,35087.075,18083.325,,56287.525,33916.9375,48869.325,32222.6625,,,41842.525,Бондарский,2078,Бондарский муниципальный округ,муниципальный округ,68,Тамбовская область,68502000
2214,68-503-000-000,19788.920000000002,20172.75,46739.7125,19958.6,,,32224.125,25449.1,33535.3625,33163.425,35827.025,19605.9,,64124.825,31464.242857142854,,38652.3125,37333.3,,40138.45,Гавриловский,2079,Гавриловский муниципальный округ,муниципальный округ,68,Тамбовская область,68503000
2215,68-504-000-000,23081.0625,,45666.8125,,,,31283.3,40338.4875,38739.7375,51366.78333333333,35859.925,26356.875,44955.7,89165.4625,33649.375,124130.45,41878.200000000004,42985.45,53033.76666666666,43730.125,Жердевский,2080,Жердевский муниципальный округ,муниципальный округ,68,Тамбовская область,68504000
2216,68-506-000-000,20989.7,21626.675,38406.25,29066.0375,,,32711.2125,31200.1,49741.7625,51057.55,34719.45,22017.925,23287.975,60865.4375,32462.5,,42473.9,48231.0,33119.4875,41224.8,Знаменский,2081,Знаменский муниципальный округ,муниципальный округ,68,Тамбовская область,68506000
2217,68-508-000-000,24271.2125,35497.85,47080.8375,28067.075,,,31884.3625,27842.175,29757.625,48871.85,36054.975,26426.55,,51477.125,37006.1375,,42791.65,50944.05,41322.1,49857.6375,Инжавинский,2082,Инжавинский муниципальный округ,муниципальный округ,68,Тамбовская область,68508000
2218,68-510-000-000,25839.275,,44828.3375,22279.55,,,34490.5,,29199.35,13824.475,35414.0875,,36601.375,64593.425,31973.4875,,46093.7375,58098.3,43498.0,,Кирсановский,2083,Кирсановский муниципальный округ,муниципальный округ,68,Тамбовская область,68510000
2219,68-512-000-000,21986.32857142857,30882.525,50608.0875,55711.975,,,31076.625,80873.57500000001,99598.6375,29683.125,33871.6875,,28718.25,54147.475,35760.275,70209.7375,37100.775,94174.6,41625.6625,,Мичуринский,2084,Мичуринский муниципальный округ,муниципальный округ,68,Тамбовская область,68512000
2220,68-514-000-000,30563.975000000002,31329.5,48504.775,35144.8,,,33422.5875,32365.3625,50864.1,56429.8,32674.5125,23103.825,,55766.925,35811.525,,42169.4625,40028.975,43407.2,40259.1875,Мордовский,2085,Мордовский муниципальный округ,муниципальный округ,68,Тамбовская область,68514000
