,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
829,28-532-000-000,30222.475,,47975.1625,,,,36504.7125,,,,36263.8,,,,42427.125,,38401.0,,38679.375,37797.3125,Краснохолмский,2125,муниципальный округ Краснохолмский,муниципальный округ,69,Тверская область,28532000
830,28-534-000-000,33658.775,,44172.675,,,,33834.8625,,,66713.66666666667,37593.975,,,,,,39815.9,,55046.6625,,Кувшиновский,2126,муниципальный округ Кувшиновский,муниципальный округ,69,Тверская область,28534000
831,28-536-000-000,,,42557.8875,,,,35789.1125,,37187.6625,,34733.1875,,,,41069.85,,,,35891.700000000004,,Лесной,2127,муниципальный округ Лесной,муниципальный округ,69,Тверская область,28536000
832,28-538-000-000,38168.7625,,50428.8125,,,,38782.25,,,46719.1625,36705.2125,,,,41393.025,,41985.6,,41235.36666666667,60733.225,Лихославльский,2128,муниципальный округ Лихославльский,муниципальный округ,69,Тверская область,28538000
833,28-540-000-000,29821.85,,40282.8875,,,,37368.525,,,,36366.975,,,,41128.15,,42472.3625,,54117.35,,Максатихинский,2129,муниципальный округ Максатихинский,муниципальный округ,69,Тверская область,28540000
834,28-542-000-000,33464.825,,40514.1875,,,,33415.5625,,30195.2,,36329.8125,,,,42729.975,,,,42267.93333333333,,Молоковский,2130,муниципальный округ Молоковский,муниципальный округ,69,Тверская область,28542000
835,28-544-000-000,28992.0,18322.65,35974.75,,,,36171.075,,,,34366.375,,,22019.325,39805.9,,36605.9,26138.4625,36740.75,,Оленинский,2132,муниципальный округ Оленинский,муниципальный округ,69,Тверская область,28544000
836,28-546-000-000,32069.225,,38263.475,,,,34583.325000000004,,33036.1875,,35857.4125,,,,49130.850000000006,,40637.025,,52008.54285714286,,Пеновский,2133,муниципальный округ Пеновский,муниципальный округ,69,Тверская область,28546000
837,28-547-000-000,63229.825,,44137.3375,,,,36981.525,,,,37349.95,,,,,,37683.875,54688.649999999994,47131.56666666667,,Рамешковский,2134,муниципальный округ Рамешковский,муниципальный округ,69,Тверская область,28547000
838,28-548-000-000,45225.9875,31615.8,45328.675,33119.975,,,41938.3125,,39549.05,64582.975000000006,38855.5375,,27236.9,60951.399999999994,44524.775,66727.725,45312.2,64399.8125,51974.85,49351.375,Ржевский,2884,муниципальный округ Ржевский,муниципальный округ,69,Тверская область,28548000
839,28-549-000-000,32785.375,,42251.9,,,,32818.225,,,,37042.4,,,,,,35143.5125,,43814.1375,,Сандовский,2136,муниципальный округ Сандовский,муниципальный округ,69,Тверская область,28549000
840,28-550-000-000,30996.0375,,42587.55,,,,36604.0875,,,,36922.2,,,,41039.025,50478.9,46534.1,53925.95,47506.35,,Селижаровский,2137,муниципальный округ Селижаровский,муниципальный округ,69,Тверская область,28550000
841,28-551-000-000,,20603.7,40000.825,,,,36699.1125,,,,35702.8875,,,,39097.4,,39832.8,41509.95,60815.1375,,Сонковский,2138,муниципальный округ Сонковский,муниципальный округ,69,Тверская область,28551000
842,28-552-000-000,28724.9,,35614.9375,,,,37391.15,,,,32315.4125,,,,,,36976.5625,,45430.9,,Спировский,2139,муниципальный округ Спировский,муниципальный округ,69,Тверская область,28552000
843,28-553-000-000,23253.8625,,45826.6125,,,,36649.025,,,44932.35,36386.7875,,,47245.225,39348.8625,,40249.7875,28701.3,46953.525,47609.2125,Старицкий,2140,муниципальный округ Старицкий,муниципальный округ,69,Тверская область,28553000
844,28-555-000-000,29048.8,31896.440000000002,34005.25,,,,34633.7875,,33038.05,46336.625,36394.7,,,,42834.9625,,44844.1625,,44527.1875,42950.675,Торопецкий,2142,муниципальный округ Торопецкий,муниципальный округ,69,Тверская область,28555000
845,28-557-000-000,30673.475000000002,,41171.775,,,,33811.5,,,,33777.2375,,,,42033.15,,35917.775,,43492.833333333336,,Фировский,2143,муниципальный округ Фировский,муниципальный округ,69,Тверская область,28557000
846,28-602-000-000,39310.4,,42153.9375,,,,35482.7,,,,35070.825,,,,41425.9625,,44622.4,,46323.575,40858.8125,Андреапольский,2110,Андреапольский муниципальный район,муниципальный район,69,Тверская область,28602000
847,28-604-000-000,31369.2375,27109.275,49200.525,23991.4625,,,40192.85,,46324.8,40716.7875,38748.0625,,,70170.15,39671.7875,,44043.425,45018.0625,54007.525,53096.25,Бежецкий,2111,Бежецкий муниципальный район,муниципальный район,69,Тверская область,28604000
848,28-606-000-000,31685.987500000003,,42541.6875,,,,35504.675,,31197.65,,34588.1625,,,,46194.35,,40628.083333333336,45304.7125,46561.166666666664,,Бельский,2112,Бельский муниципальный район,муниципальный район,69,Тверская область,28606000
849,28-608-000-000,39937.51666666666,31292.6,46134.8375,,,,40825.2875,37566.75,32005.6625,38183.2625,36309.012500000004,12523.65,30102.0,,38918.125,,39333.1125,67581.9625,49244.2625,49080.275,Бологовский,2113,Бологовский муниципальный район,муниципальный район,69,Тверская область,28608000
850,28-610-000-000,,,41846.9625,,,,33114.375,,,,34220.05,,,51908.7,40253.3625,,39635.4375,,46761.8875,,Весьегонский,2114,Весьегонский муниципальный район,муниципальный район,69,Тверская область,28610000
851,28-614-000-000,,,38107.5875,,,,37294.3625,,28012.2625,,35806.2625,,,,,,44860.1625,,42322.425,,Жарковский,2116,Жарковский муниципальный район,муниципальный район,69,Тверская область,28614000
852,28-616-000-000,34365.5875,,49828.3625,,,,35050.0625,,30734.3125,,36630.1625,,,,38349.2,,37883.3625,30348.9375,46722.280000000006,43856.8,Западнодвинский,2117,Западнодвинский муниципальный район,муниципальный район,69,Тверская область,28616000
853,28-618-000-000,32018.625,,48292.5625,,,,41187.4,,36461.7375,,38304.3375,,,53719.68000000001,43521.3875,,42557.0375,,46677.6875,43916.3625,Зубцовский,2118,Зубцовский муниципальный район,муниципальный район,69,Тверская область,28618000
854,28-620-000-000,80235.525,,53497.4125,44528.625,,,55157.3,99322.075,48212.1875,66692.25,41601.3125,82062.91666666667,,63968.375,45436.2125,,68627.3625,109266.975,64352.880000000005,,Калининский,2119,Калининский муниципальный район,муниципальный район,69,Тверская область,28620000
855,28-622-000-000,29922.825,30195.914285714283,48130.2125,,,,39730.05,34628.35,56656.2125,64058.25,37333.4875,,,,41657.0125,,42304.675,54109.6125,44373.825,65144.3375,Калязинский,2120,Калязинский муниципальный район,муниципальный район,69,Тверская область,28622000
856,28-624-000-000,32102.975,,52702.5125,64598.225,,,35179.0,,68575.0875,61391.6,36554.1875,,,29814.725000000002,42108.075,154844.1,44325.8625,,40834.566666666666,64942.975,Кашинский,2121,Кашинский муниципальный район,муниципальный район,69,Тверская область,28624000
857,28-626-000-000,35539.4,,41666.9125,,,,38762.55,,,,36456.6625,,,,40661.225,84759.23333333334,31785.4125,,50045.3375,,Кесовогорский,2122,Кесовогорский муниципальный район,муниципальный район,69,Тверская область,28626000
858,28-630-000-000,48294.5125,32289.375,53537.825,61418.875,,,53250.4125,,70877.05,77543.4875,38965.7875,114761.0625,,64971.149999999994,47068.7,81801.32857142857,52294.55,74511.45,81063.4375,56719.0375,Конаковский,2124,Конаковский муниципальный район,муниципальный район,69,Тверская область,28630000
859,28-632-000-000,30222.475,,47975.1625,,,,36504.7125,,,,36263.8,,,,42427.125,,38401.0,,38679.375,37797.3125,Краснохолмский,2125,Краснохолмский муниципальный район,муниципальный район,69,Тверская область,28632000
860,28-634-000-000,33658.775,,44172.675,,,,33834.8625,,,66713.66666666667,37593.975,,,,,,39815.9,,55046.6625,,Кувшиновский,2126,Кувшиновский муниципальный район,муниципальный район,69,Тверская область,28634000
861,28-636-000-000,,,42557.8875,,,,35789.1125,,37187.6625,,34733.1875,,,,41069.85,,,,35891.700000000004,,Лесной,2127,Лесной муниципальный район,муниципальный район,69,Тверская область,28636000
862,28-638-000-000,38168.7625,,50428.8125,,,,38782.25,,,46719.1625,36705.2125,,,,41393.025,,41985.6,,41235.36666666667,60733.225,Лихославльский,2128,Лихославльский муниципальный район,муниципальный район,69,Тверская область,28638000
863,28-640-000-000,29821.85,,40282.8875,,,,37368.525,,,,36366.975,,,,41128.15,,42472.3625,,54117.35,,Максатихинский,2129,Максатихинский муниципальный район,муниципальный район,69,Тверская область,28640000
864,28-642-000-000,33464.825,,40514.1875,,,,33415.5625,,30195.2,,36329.8125,,,,42729.975,,,,42267.93333333333,,Молоковский,2130,Молоковский муниципальный район,муниципальный район,69,Тверская область,28642000
865,28-643-000-000,29138.9625,25087.325,48156.8375,,,,39928.8375,37456.299999999996,28990.7,30767.325,38018.4375,,8756.475,,37201.6875,,41335.1625,28635.36666666667,46214.775,51088.25,Нелидовский,2131,Нелидовский муниципальный район,муниципальный район,69,Тверская область,28643000
866,28-644-000-000,28992.0,18322.65,35974.75,,,,36171.075,,,,34366.375,,,22019.325,39805.9,,36605.9,26138.4625,36740.75,,Оленинский,2132,Оленинский муниципальный район,муниципальный район,69,Тверская область,28644000
867,28-646-000-000,32069.225,,38263.475,,,,34583.325000000004,,33036.1875,,35857.4125,,,,49130.850000000006,,40637.025,,52008.54285714286,,Пеновский,2133,Пеновский муниципальный район,муниципальный район,69,Тверская область,28646000
868,28-647-000-000,63229.825,,44137.3375,,,,36981.525,,,,37349.95,,,,,,37683.875,54688.649999999994,47131.56666666667,,Рамешковский,2134,Рамешковский муниципальный район,муниципальный район,69,Тверская область,28647000
869,28-649-000-000,32785.375,,42251.9,,,,32818.225,,,,37042.4,,,,,,35143.5125,,43814.1375,,Сандовский,2136,Сандовский муниципальный район,муниципальный район,69,Тверская область,28649000
870,28-650-000-000,30996.0375,,42587.55,,,,36604.0875,,,,36922.2,,,,41039.025,50478.9,46534.1,53925.95,47506.35,,Селижаровский,2137,Селижаровский муниципальный район,муниципальный район,69,Тверская область,28650000
871,28-651-000-000,,20603.7,40000.825,,,,36699.1125,,,,35702.8875,,,,39097.4,,39832.8,41509.95,60815.1375,,Сонковский,2138,Сонковский муниципальный район,муниципальный район,69,Тверская область,28651000
872,28-652-000-000,28724.9,,35614.9375,,,,37391.15,,,,32315.4125,,,,,,36976.5625,,45430.9,,Спировский,2139,Спировский муниципальный район,муниципальный район,69,Тверская область,28652000
873,28-653-000-000,23253.8625,,45826.6125,,,,36649.025,,,44932.35,36386.7875,,,47245.225,39348.8625,,40249.7875,28701.3,46953.525,47609.2125,Старицкий,2140,Старицкий муниципальный район,муниципальный район,69,Тверская область,28653000
874,28-654-000-000,,31577.2625,32109.6,100809.5625,,,41653.0625,,,90023.4,40835.7875,,,42885.6625,,,,,49148.850000000006,,Торжокский,2141,Торжокский муниципальный район,муниципальный район,69,Тверская область,28654000
875,28-655-000-000,29048.8,31896.440000000002,34005.25,,,,34633.7875,,33038.05,46336.625,36394.7,,,,42834.9625,,44844.1625,,44527.1875,42950.675,Торопецкий,2142,Торопецкий муниципальный район,муниципальный район,69,Тверская область,28655000
876,28-657-000-000,30673.475000000002,,41171.775,,,,33811.5,,,,33777.2375,,,,42033.15,,35917.775,,43492.833333333336,,Фировский,2143,Фировский муниципальный район,муниципальный район,69,Тверская область,28657000
877,28-701-000-000,51110.0,56310.23333333334,64056.7625,49582.7125,,,61064.024999999994,91691.90000000001,89912.5625,77755.275,49917.275,48418.8875,59198.0625,50386.1,49148.3,72251.2875,65311.4,65641.9375,68547.1875,96323.5125,Тверь,2101,городской округ город Тверь,городской округ,69,Тверская область,28701000
878,28-714-000-000,35583.3875,,50840.625,42452.525,,,40128.6125,,37694.1125,48345.737499999996,37429.2625,,26892.9,53254.6,39849.7375,,48747.35,51806.262500000004,42313.299999999996,46735.5125,Вышний Волочек,2102,городской округ город Вышний Волочек,городской округ,69,Тверская область,28714000
879,28-714-000-000,35583.3875,,50840.625,42452.525,,,40128.6125,,37694.1125,48345.737499999996,37429.2625,,26892.9,53254.6,39849.7375,,48747.35,51806.262500000004,42313.299999999996,46735.5125,Вышневолоцкий,2710,городской округ Вышневолоцкий,городской округ,69,Тверская область,28714000
880,28-750-000-000,57500.05,37162.5125,44608.950000000004,38524.2125,,,44574.125,,60223.4,58538.675,38991.3875,31447.6125,24938.85,,43373.475,,48982.625,78413.9375,45083.9375,52518.862499999996,Торжок,2108,городской округ город Торжок,городской округ,69,Тверская область,28750000
881,28-751-000-000,57787.525,30573.4,49870.2125,46253.1,,,62795.0125,107464.2375,56202.5625,,40995.4875,41189.1875,23863.66,,44833.7625,82097.45714285714,45558.0875,,117550.5375,56748.8375,Удомельский,2109,городской округ Удомельский,городской округ,69,Тверская область,28751000
882,28-752-000-000,30584.075,33465.37142857143,52283.8625,39450.15,,,,,28004.657142857144,66473.775,36119.9375,32806.325,,30383.425,40713.075,,56011.225,36633.825,50893.3875,49993.2875,Осташковский,2105,городской округ Осташковский,городской округ,69,Тверская область,28752000
883,28-758-000-000,32102.975,,52702.5125,64598.225,,,35179.0,,68575.0875,61391.6,36554.1875,,,29814.725000000002,42108.075,154844.1,44325.8625,,40834.566666666666,64942.975,Кашинский,2121,городской округ Кашинский,городской округ,69,Тверская область,28758000
884,28-759-000-000,29138.9625,25087.325,48156.8375,,,,39928.8375,37456.299999999996,28990.7,30767.325,38018.4375,,8756.475,,37201.6875,,41335.1625,28635.36666666667,46214.775,51088.25,Нелидовский,2131,городской округ Нелидовский,городской округ,69,Тверская область,28759000
885,29-602-000-000,35250.375,36819.85,44250.4625,33429.75,,,44743.9375,30214.45,37269.275,73156.9,39718.175,14185.9,,54868.3125,48859.825,,48829.1625,54046.780000000006,44024.225,,Бабынинский,1200,Бабынинский муниципальный район,муниципальный район,40,Калужская область,29602000
886,29-604-000-000,,26330.925,37013.9,,,,,25362.925,21633.575,61292.0,42485.6125,23156.275,,69558.45714285715,38677.8625,,42287.775,31721.575,,25586.075,Барятинский,1201,Барятинский муниципальный район,муниципальный район,40,Калужская область,29604000
887,29-606-000-000,64061.7375,44656.98333333334,56664.1875,36140.9625,,,49967.1,66366.6125,80250.1375,95954.425,46016.15,99876.125,35693.35,121723.0,59027.075,86101.95,79061.275,102007.3125,47919.55,42322.025,Боровский,1202,Боровский муниципальный район,муниципальный район,40,Калужская область,29606000
888,29-606-000-000,64061.7375,44656.98333333334,56664.1875,36140.9625,,,49967.1,66366.6125,80250.1375,95954.425,46016.15,99876.125,35693.35,121723.0,59027.075,86101.95,79061.275,102007.3125,47919.55,42322.025,Боровский,2647,Боровский муниципальный район,муниципальный район,40,Калужская область,29606000
889,29-608-000-000,49633.42857142857,35538.425,46961.1,28049.775,,68818.95,41861.5875,33317.975,42298.2375,69224.5,44742.6375,27781.0,58079.55,70240.3375,55156.725,,69597.325,46038.425,46813.25,272844.4375,Дзержинский,1203,Дзержинский муниципальный район,муниципальный район,40,Калужская область,29608000
890,29-610-000-000,30470.275,24354.975,39452.1625,20509.025,,21245.8,33362.475,25757.425,34748.6375,32619.2875,36096.5375,22192.575,43186.68000000001,,47687.65,,43203.875,44183.5,39918.95,,Думиничский,1204,Думиничский муниципальный район,муниципальный район,40,Калужская область,29610000
891,29-612-000-000,23299.25,25893.125,37588.875,,,,40026.7,28748.475,33829.4625,,37135.85,,,55860.175,48474.25,,43743.1625,76547.925,,,Жиздринский,1205,Жиздринский муниципальный район,муниципальный район,40,Калужская область,29612000
892,29-613-000-000,47681.15,39166.350000000006,51606.325,55090.45,,,48913.0125,64406.05,101517.7875,86400.8625,44404.7,44020.9875,35892.728571428575,55963.1875,55830.5125,,51835.35,95200.6375,51241.625,31204.6,Жуковский,1206,Жуковский муниципальный район,муниципальный район,40,Калужская область,29613000
893,29-614-000-000,24483.5,27072.75,46979.5,21549.5,,28923.274999999998,41038.225,30510.4625,36884.275,54959.5125,37022.0375,28562.879999999997,53557.375,58852.0,44209.0875,48403.4,43317.7875,64964.35,52323.2375,53837.7,Кировский,1207,Кировский муниципальный район,муниципальный район,40,Калужская область,29614000
894,29-615-000-000,32833.9375,45300.6,41815.05,,,,,39277.775,36130.1,,46739.65,61788.625,23088.316666666666,74040.8125,38267.8375,,42464.1375,47043.7,,,Износковский,1208,Износковский муниципальный район,муниципальный район,40,Калужская область,29615000
895,29-616-000-000,37172.05,27744.3,38926.0,36501.2,,,41380.4875,31866.1125,39780.3125,63233.425,40331.2125,32957.925,46192.3,68770.05,48096.625,43454.725,42208.7875,30586.5125,46216.799999999996,86305.5125,Козельский,1209,Козельский муниципальный район,муниципальный район,40,Калужская область,29616000
896,29-618-000-000,33392.075,25222.925000000003,36738.6625,,,,29354.175,27685.175,33452.5,,42555.875,27827.1,20795.0,52758.5,44887.8875,,39387.9375,,,24770.8,Куйбышевский,1210,Куйбышевский муниципальный район,муниципальный район,40,Калужская область,29618000
897,29-620-000-000,50943.7875,27173.975,47635.6,,,,38919.6375,27320.4875,45120.7875,64839.5,38634.4875,33442.275,47381.775,44821.1,52097.8,92892.275,43300.125,36718.7375,43134.61666666667,54176.55,Людиновский,1211,Людиновский муниципальный район,муниципальный район,40,Калужская область,29620000
898,29-623-000-000,37932.75,36537.71666666667,46117.5125,40353.95714285714,,,53360.525,36885.7,86233.8875,76471.1,45576.2,82245.9875,29898.7,79402.475,49676.7125,94053.0875,70257.2875,72606.25,64114.662500000006,63414.7,Малоярославецкий,1212,Малоярославецкий муниципальный район,муниципальный район,40,Калужская область,29623000
899,29-625-000-000,31855.025,25973.55,56576.075,,,,38515.0,35179.85,40345.7875,26732.375,45179.9375,39172.975,28373.225,62093.725,51823.8375,37150.6,37803.0875,63039.625,17145.925000000003,30671.125,Медынский,1213,Медынский муниципальный район,муниципальный район,40,Калужская область,29625000
900,29-627-000-000,27273.95,26097.25,40766.6625,,,,27099.125,28055.2,31444.65,,38867.9625,27392.35,21366.55,76172.75,42547.85,23101.15,42566.987499999996,66307.45,31496.15,,Мещовский,1214,Мещовский муниципальный район,муниципальный район,40,Калужская область,29627000
901,29-629-000-000,22832.575,30200.775,40298.3875,32168.0,,,36829.1,37249.925,41559.375,,41829.2375,42839.55,19675.15,55097.8375,49720.7,25949.325,39199.3375,31939.65,30439.85,,Мосальский,1215,Мосальский муниципальный район,муниципальный район,40,Калужская область,29629000
902,29-632-000-000,22143.050000000003,34789.8,43772.25,35837.525,,,33632.95,34098.15,44916.4,17260.25,39741.3375,30879.625,,75081.0,45837.2375,,45435.225,,26052.15,52651.5,Перемышльский,1216,Перемышльский муниципальный район,муниципальный район,40,Калужская область,29632000
903,29-634-000-000,22652.975,26924.699999999997,41677.1,24887.925,,,34255.575,25109.525,30398.8625,48693.4,38521.375,20391.8,23721.625,53187.8,46961.15,31627.4,39633.2375,,25503.15,,Спас-Деменский,1217,Спас-Деменский муниципальный район,муниципальный район,40,Калужская область,29634000
904,29-636-000-000,29991.85,30073.45,47181.65,24274.6,,37389.95,40987.625,48124.3625,39723.475,25300.2125,40093.7,32061.140000000003,31065.475,61925.95,49588.4875,,44430.9375,53233.85,57668.2,66504.225,Сухиничский,1218,Сухиничский муниципальный район,муниципальный район,40,Калужская область,29636000
905,29-638-000-000,41103.0,28422.675,43110.0375,43777.15,,,40463.025,36037.3,99864.7125,83190.1625,42382.175,35729.06,24922.675,,43757.9,,51886.275,62045.85,52459.083333333336,22220.825,Тарусский,1219,Тарусский муниципальный район,муниципальный район,40,Калужская область,29638000
906,29-642-000-000,38046.925,28943.580000000005,41778.675,24528.3,,,29484.975,29894.225,28774.55,,40748.2625,37255.1,31095.7,80568.8,53760.3625,,43318.525,33673.520000000004,,,Ульяновский,1220,Ульяновский муниципальный район,муниципальный район,40,Калужская область,29642000
907,29-644-000-000,21346.46,33785.416666666664,42463.9625,18895.85,,,38691.45,36930.45,35058.15,110713.1125,43744.1375,37734.2125,26587.525,60372.475,52054.7375,,44868.4375,49236.7,26726.65,,Ферзиковский,1221,Ферзиковский муниципальный район,муниципальный район,40,Калужская область,29644000
908,29-646-000-000,34679.075,28362.659999999996,42127.2375,,,,33057.0,22881.45,34072.6,19851.95,37134.75,28322.420000000002,13225.4,51271.8625,44634.5875,,42172.1875,37257.5875,27616.875,27190.275,Хвастовичский,1222,Хвастовичский муниципальный район,муниципальный район,40,Калужская область,29646000
909,29-650-000-000,36040.6,27257.2,50700.075,,,,35944.675,33744.375,29323.85,33339.0,40651.2,29355.079999999998,21883.575,27090.85,50776.5125,33922.05,46144.9875,38733.9875,34219.575,,Юхновский,1223,Юхновский муниципальный район,муниципальный район,40,Калужская область,29650000
910,29-701-000-000,43250.1625,53519.55,63673.75,55672.4125,,133792.37142857144,59712.5,80826.1125,75400.875,79475.5875,50634.075,56543.525,52948.2,42207.7,50127.9375,81117.325,62065.45,59848.1875,64087.2375,101017.3125,Калуга,1198,городской округ город Калуга,городской округ,40,Калужская область,29701000
911,29-715-000-000,56810.425,70442.2,63563.7125,63023.8375,,,89303.75,54218.6375,106955.4875,99137.1875,62783.9375,61116.1625,49329.9375,,50514.5125,122591.1625,64475.6875,50874.9375,76763.4875,73314.5125,Обнинск,1199,городской округ город Обнинск,городской округ,40,Калужская область,29715000
912,29-715-000-000,56810.425,70442.2,63563.7125,63023.8375,,,89303.75,54218.6375,106955.4875,99137.1875,62783.9375,61116.1625,49329.9375,,50514.5125,122591.1625,64475.6875,50874.9375,76763.4875,73314.5125,Обнинск,2646,городской округ город Обнинск,городской округ,40,Калужская область,29715000
913,30-501-000-000,178900.925,91417.425,138297.175,116350.42499999999,,,117404.45,121730.25,83092.175,,124963.975,74858.575,,172168.40000000002,92115.8125,,198577.775,110119.35,129381.1,57360.8,Алеутский,610,Алеутский муниципальный округ,муниципальный округ,41,Камчатский край,30501000
914,30-510-000-000,86583.125,79690.0,91336.0,,,,105416.5625,100858.3,68354.9875,,91381.0125,61475.1,,80896.975,76347.7375,,90842.35,90320.025,95601.90000000001,149369.4,Мильковский,613,Мильковский муниципальный округ,муниципальный округ,41,Камчатский край,30510000
915,30-601-000-000,178900.925,91417.425,138297.175,116350.42499999999,,,117404.45,121730.25,83092.175,,124963.975,74858.575,,172168.40000000002,92115.8125,,198577.775,110119.35,129381.1,57360.8,Алеутский,610,Алеутский муниципальный район,муниципальный район,41,Камчатский край,30601000
916,30-604-000-000,70476.5375,74860.67499999999,122341.375,59525.95,,,101305.1,96933.9,99293.5125,,94092.9,,,95965.65000000001,85923.925,91336.75,94108.925,92596.075,131257.45,86044.625,Быстринский,611,Быстринский муниципальный район,муниципальный район,41,Камчатский край,30604000
917,30-607-000-000,74571.7875,87666.5625,94203.025,100807.3,,,98499.75,117508.8,102307.6,106430.3,85908.1875,66907.1625,99504.3,102284.4125,85150.1375,133636.625,102238.125,146256.9125,110765.5125,94305.5875,Елизовский,612,Елизовский муниципальный район,муниципальный район,41,Камчатский край,30607000
918,30-610-000-000,86583.125,79690.0,91336.0,,,,105416.5625,100858.3,68354.9875,,91381.0125,61475.1,,80896.975,76347.7375,,90842.35,90320.025,95601.90000000001,149369.4,Мильковский,613,Мильковский муниципальный район,муниципальный район,41,Камчатский край,30610000
919,30-613-000-000,69493.4,65194.7,110603.9625,87975.0125,,,129357.425,79655.55,136063.65,120835.0875,85336.0,,,140839.6625,95055.675,310452.1,178942.175,91098.6,92116.225,73403.70000000001,Соболевский,614,Соболевский муниципальный район,муниципальный район,41,Камчатский край,30613000
920,30-616-000-000,81563.2,87687.9375,121311.3625,69782.475,,,116166.9125,104195.52857142857,105774.7125,124112.175,108464.0,94885.85,,138309.8625,103143.6875,,99373.09999999999,129452.1125,121180.9625,64514.924999999996,Усть-Большерецкий,615,Усть-Большерецкий муниципальный район,муниципальный район,41,Камчатский край,30616000
921,30-619-000-000,78395.525,92135.2375,98906.85,78238.55,,,100612.8375,112265.02500000001,82748.275,151371.25,91042.3875,60451.075000000004,112062.1375,110840.525,92522.5375,,99434.625,95500.6,98550.4625,70781.11428571428,Усть-Камчатский,616,Усть-Камчатский муниципальный район,муниципальный район,41,Камчатский край,30619000
922,30-701-000-000,120069.2875,99490.375,124876.5375,124969.25,,,116340.0625,109758.5375,131188.5625,226127.65,92114.325,84502.55,98586.6375,197068.5625,95231.8,141181.6875,93046.4125,123939.01250000001,129085.23749999999,173161.9375,Петропавловск-Камчатский,608,городской округ Петропавловск-Камчатский,городской округ,41,Камчатский край,30701000
923,30-735-000-000,71373.6,91509.2,90091.425,60373.75,,,102707.925,81361.0,78920.1,129107.27500000001,89373.275,76000.35,65632.3,64311.175,85091.075,112586.57500000001,91886.05,75283.3,100047.95,149843.3,Вилючинский,609,городской округ Вилючинский ЗАТО,городской округ,41,Камчатский край,30735000
924,30-824-000-000,85424.6,68831.25,122627.33750000001,70391.425,,,116595.125,105290.9,139612.0625,194986.35,98122.625,,79486.85,165361.85,116654.45,,104379.0,123121.1875,108464.2375,75069.0,Карагинский,618,Карагинский муниципальный район,муниципальный район,41,Камчатский край,30824000
925,30-827-000-000,87555.125,90873.25,136860.45,80563.725,,,110912.675,100635.22499999999,112617.975,99809.875,112390.275,147915.75,151225.0,88951.0375,105171.775,181169.2666666667,,132216.875,101765.85,81843.75,Олюторский,619,Олюторский муниципальный район,муниципальный район,41,Камчатский край,30827000
926,30-829-000-000,143344.85,146290.3,136093.775,78825.07500000001,,,126352.7,89536.8,87579.34,,114559.7375,,,88916.25,115932.1,132849.525,,80796.275,127955.025,112121.75,Пенжинский,620,Пенжинский муниципальный район,муниципальный район,41,Камчатский край,30829000
927,30-832-000-000,103337.52500000001,74477.5,124213.73749999999,,,,96496.375,101436.3,89369.08750000001,,96963.65,,,,108568.8625,,,121173.775,108198.725,84233.65,Тигильский,621,Тигильский муниципальный район,муниципальный район,41,Камчатский край,30832000
928,30-851-000-000,59932.2,72591.5,118795.0,,,,94879.825,116759.725,95949.575,,95638.35,101544.725,,74204.4,98198.4,,85357.05,107798.7125,76641.75,85060.125,Палана,617,городской округ поселок Палана,городской округ,41,Камчатский край,30851000
929,32-501-000-000,36452.6,22242.7,54756.2,32099.8375,,98346.9,48207.7,40850.4875,44564.7625,98953.575,49148.85,47195.25,,69829.075,50746.35,92354.75,61914.475,76128.8,51838.475,,Беловский,1240,Беловский муниципальный округ,муниципальный округ,42,Кемеровская область,32501000
930,32-502-000-000,28208.5875,37274.45,58232.362499999996,33571.18571428571,,97137.95,52764.525,47868.9375,52553.7625,67198.35,49733.1,33072.575,,43410.975000000006,42908.925,38474.65,44618.4125,53206.4,46110.4625,54488.225,Гурьевский,1241,Гурьевский муниципальный округ,муниципальный округ,42,Кемеровская область,32502000
931,32-504-000-000,28269.2,21681.025,52531.65,22750.425,,,49502.675,36922.7375,36972.375,36317.95,50947.625,88792.04285714285,,37155.675,56178.9,123923.625,50093.4625,46291.975,59508.274999999994,45933.925,Ижморский,1242,Ижморский муниципальный округ,муниципальный округ,42,Кемеровская область,32504000
932,32-507-000-000,30725.3,37178.9,59113.925,39423.6875,,97153.5375,59258.7875,31912.15,54534.225000000006,39642.1875,50758.5,70970.8375,41936.1,51998.0875,62999.4,86756.88333333333,68128.9375,75668.0875,49988.25,46782.2,Кемеровский,1243,Кемеровский муниципальный округ,муниципальный округ,42,Кемеровская область,32507000
933,32-510-000-000,30100.4125,27677.975,54569.675,27285.1875,,106851.85,50422.125,37002.4875,70347.625,,47857.725,21954.625,19264.825,47280.05,56471.6375,58965.65,41463.4,39505.225,37292.8875,46878.6125,Крапивинский,1244,Крапивинский муниципальный округ,муниципальный округ,42,Кемеровская область,32510000
