,indicator_section_code,indicator_section,indicator_code,indicator_name,sport,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,indicator_value,indicator_unit,indicator_period,comment,year
616860,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Новосокольнический муниципальный район,Новосокольнический муниципальный район,58626000,Муниципальный район,Муниципальный район,58626000,Без изменений,2010,2025,39.0,Единица,Значение показателя за год,CD,2023
617293,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Опочецкий муниципальный район,Опочецкий муниципальный район,58629000,Муниципальный район,Муниципальный район,58529000,Изменен тип и название,2010,2023,44.0,Единица,Значение показателя за год,CD,2023
617591,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Островский муниципальный район,Островский муниципальный район,58633000,Муниципальный район,Муниципальный район,58633000,Без изменений,2010,2025,70.0,Единица,Значение показателя за год,CD,2023
617893,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Палкинский муниципальный район,Палкинский муниципальный район,58637000,Муниципальный район,Муниципальный район,58637000,Без изменений,2010,2025,21.0,Единица,Значение показателя за год,CD,2023
618248,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Печорский муниципальный район,Печорский муниципальный район,58640000,Муниципальный район,Муниципальный район,58540000,Изменен тип и название,2010,2023,41.0,Единица,Значение показателя за год,CD,2023
618539,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Плюсский муниципальный район,Плюсский муниципальный район,58643000,Муниципальный район,Муниципальный район,58643000,Без изменений,2010,2025,16.0,Единица,Значение показателя за год,CD,2023
618799,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Порховский муниципальный район,Порховский муниципальный район,58647000,Муниципальный район,Муниципальный район,58647000,Без изменений,2010,2025,47.0,Единица,Значение показателя за год,CD,2023
619047,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Псковский муниципальный район,Псковский муниципальный район,58649000,Муниципальный район,Муниципальный район,58649000,Без изменений,2010,2025,29.0,Единица,Значение показателя за год,CD,2023
619584,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Пустошкинский муниципальный район,Пустошкинский муниципальный район,58650000,Муниципальный район,Муниципальный район,58650000,Без изменений,2010,2025,19.0,Единица,Значение показателя за год,CD,2023
619930,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Пушкиногорский муниципальный район,Пушкиногорский муниципальный район,58651000,Муниципальный район,Муниципальный район,58651000,Без изменений,2010,2025,11.0,Единица,Значение показателя за год,CD,2023
620153,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Пыталовский муниципальный район,Пыталовский муниципальный район,58653000,Муниципальный район,Муниципальный район,58553000,Изменен тип и название,2010,2023,19.0,Единица,Значение показателя за год,CD,2023
620460,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Себежский муниципальный район,Себежский муниципальный район,58654000,Муниципальный район,Муниципальный район,58654000,Без изменений,2010,2025,18.0,Единица,Значение показателя за год,CD,2023
620761,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Струго-Красненский муниципальный район,Струго-Красненский муниципальный район,58656000,Муниципальный район,Муниципальный район,58556000,Изменен тип и название,2010,2023,41.0,Единица,Значение показателя за год,CD,2023
621069,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Усвятский муниципальный район,Усвятский муниципальный район,58658000,Муниципальный район,Муниципальный район,58658000,Без изменений,2010,2025,13.0,Единица,Значение показателя за год,CD,2023
621270,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Город Псков,Город Псков,58701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",58701000,Без изменений,2010,2025,187.0,Единица,Значение показателя за год,CD,2023
621356,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,58,Псковская область,Муниципальное образование верхнего уровня,Город Великие Луки,Город Великие Луки,58710000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",58710000,Без изменений,2010,2025,155.0,Единица,Значение показателя за год,CD,2023
621438,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Азовский муниципальный район,Азовский муниципальный район,60601000,Муниципальный район,Муниципальный район,60601000,Без изменений,2010,2025,209.0,Единица,Значение показателя за год,CD,2023
622416,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Аксайский муниципальный район,Аксайский муниципальный район,60602000,Муниципальный район,Муниципальный район,60602000,Без изменений,2010,2025,192.0,Единица,Значение показателя за год,CD,2023
623068,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Багаевский муниципальный район,Багаевский муниципальный район,60605000,Муниципальный район,Муниципальный район,60605000,Без изменений,2010,2025,81.0,Единица,Значение показателя за год,CD,2023
623436,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Белокалитвинский муниципальный район,Белокалитвинский муниципальный район,60606000,Муниципальный район,Муниципальный район,60606000,Без изменений,2010,2025,206.0,Единица,Значение показателя за год,CD,2023
624200,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Боковский муниципальный район,Боковский муниципальный район,60607000,Муниципальный район,Муниципальный район,60607000,Без изменений,2010,2025,73.0,Единица,Значение показателя за год,CD,2023
624642,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Верхнедонской муниципальный район,Верхнедонской муниципальный район,60608000,Муниципальный район,Муниципальный район,60608000,Без изменений,2010,2025,81.0,Единица,Значение показателя за год,CD,2023
625186,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Веселовский муниципальный район,Веселовский муниципальный район,60609000,Муниципальный район,Муниципальный район,60609000,Без изменений,2010,2025,117.0,Единица,Значение показателя за год,CD,2023
625446,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Волгодонской муниципальный район,Волгодонской муниципальный район,60612000,Муниципальный район,Муниципальный район,60612000,Без изменений,2010,2025,111.0,Единица,Значение показателя за год,CD,2023
625854,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Дубовский муниципальный район,Дубовский муниципальный район,60613000,Муниципальный район,Муниципальный район,60613000,Без изменений,2010,2025,71.0,Единица,Значение показателя за год,CD,2023
626588,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Егорлыкский муниципальный район,Егорлыкский муниципальный район,60615000,Муниципальный район,Муниципальный район,60615000,Без изменений,2010,2025,110.0,Единица,Значение показателя за год,CD,2023
627108,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Заветинский муниципальный район,Заветинский муниципальный район,60617000,Муниципальный район,Муниципальный район,60617000,Без изменений,2010,2025,61.0,Единица,Значение показателя за год,CD,2023
627633,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Зерноградский муниципальный район,Зерноградский муниципальный район,60618000,Муниципальный район,Муниципальный район,60618000,Без изменений,2010,2025,128.0,Единица,Значение показателя за год,CD,2023
628167,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Зимовниковский муниципальный район,Зимовниковский муниципальный район,60619000,Муниципальный район,Муниципальный район,60619000,Без изменений,2010,2025,97.0,Единица,Значение показателя за год,CD,2023
628756,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Кагальницкий муниципальный район,Кагальницкий муниципальный район,60622000,Муниципальный район,Муниципальный район,60622000,Без изменений,2010,2025,50.0,Единица,Значение показателя за год,CD,2023
629210,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Каменский муниципальный район,Каменский муниципальный район,60623000,Муниципальный район,Муниципальный район,60623000,Без изменений,2010,2025,89.0,Единица,Значение показателя за год,CD,2023
629884,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Кашарский муниципальный район,Кашарский муниципальный район,60624000,Муниципальный район,Муниципальный район,60624000,Без изменений,2010,2025,190.0,Единица,Значение показателя за год,CD,2023
630466,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Константиновский муниципальный район,Константиновский муниципальный район,60625000,Муниципальный район,Муниципальный район,60625000,Без изменений,2010,2025,95.0,Единица,Значение показателя за год,CD,2023
630922,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Красносулинский муниципальный район,Красносулинский муниципальный район,60626000,Муниципальный район,Муниципальный район,60626000,Без изменений,2010,2025,218.0,Единица,Значение показателя за год,CD,2023
631744,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Куйбышевский муниципальный район,Куйбышевский муниципальный район,60627000,Муниципальный район,Муниципальный район,60627000,Без изменений,2010,2025,43.0,Единица,Значение показателя за год,CD,2023
631969,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Мартыновский муниципальный район,Мартыновский муниципальный район,60630000,Муниципальный район,Муниципальный район,60630000,Без изменений,2010,2025,150.0,Единица,Значение показателя за год,CD,2023
632486,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Матвеево-Курганский муниципальный район,Матвеево-Курганский муниципальный район,60631000,Муниципальный район,Муниципальный район,60631000,Без изменений,2010,2025,214.0,Единица,Значение показателя за год,CD,2023
633002,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Миллеровский муниципальный район,Миллеровский муниципальный район,60632000,Муниципальный район,Муниципальный район,60632000,Без изменений,2010,2025,167.0,Единица,Значение показателя за год,CD,2023
633778,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Милютинский муниципальный район,Милютинский муниципальный район,60633000,Муниципальный район,Муниципальный район,60633000,Без изменений,2010,2025,68.0,Единица,Значение показателя за год,CD,2023
634237,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Морозовский муниципальный район,Морозовский муниципальный район,60634000,Муниципальный район,Муниципальный район,60634000,Без изменений,2010,2025,172.0,Единица,Значение показателя за год,CD,2023
634846,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Мясниковский муниципальный район,Мясниковский муниципальный район,60635000,Муниципальный район,Муниципальный район,60635000,Без изменений,2010,2025,113.0,Единица,Значение показателя за год,CD,2023
635306,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Неклиновский муниципальный район,Неклиновский муниципальный район,60636000,Муниципальный район,Муниципальный район,60636000,Без изменений,2010,2025,166.0,Единица,Значение показателя за год,CD,2023
636308,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Обливский муниципальный район,Обливский муниципальный район,60640000,Муниципальный район,Муниципальный район,60640000,Без изменений,2010,2025,78.0,Единица,Значение показателя за год,CD,2023
636761,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Октябрьский муниципальный район,Октябрьский муниципальный район,60641000,Муниципальный район,Муниципальный район,60641000,Без изменений,2010,2025,306.0,Единица,Значение показателя за год,CD,2023
637485,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Орловский муниципальный район,Орловский муниципальный район,60642000,Муниципальный район,Муниципальный район,60642000,Без изменений,2010,2025,171.0,Единица,Значение показателя за год,CD,2023
638159,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Песчанокопский муниципальный район,Песчанокопский муниципальный район,60644000,Муниципальный район,Муниципальный район,60644000,Без изменений,2010,2025,94.0,Единица,Значение показателя за год,CD,2023
638734,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Пролетарский муниципальный район,Пролетарский муниципальный район,60645000,Муниципальный район,Муниципальный район,60645000,Без изменений,2010,2025,133.0,Единица,Значение показателя за год,CD,2023
639311,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Ремонтненский муниципальный район,Ремонтненский муниципальный район,60647000,Муниципальный район,Муниципальный район,60647000,Без изменений,2010,2025,84.0,Единица,Значение показателя за год,CD,2023
639871,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Родионово-Несветайский муниципальный район,Родионово-Несветайский муниципальный район,60648000,Муниципальный район,Муниципальный район,60648000,Без изменений,2010,2025,65.0,Единица,Значение показателя за год,CD,2023
640276,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Сальский муниципальный район,Сальский муниципальный район,60650000,Муниципальный район,Муниципальный район,60650000,Без изменений,2010,2025,271.0,Единица,Значение показателя за год,CD,2023
640982,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Семикаракорский муниципальный район,Семикаракорский муниципальный район,60651000,Муниципальный район,Муниципальный район,60651000,Без изменений,2010,2025,182.0,Единица,Значение показателя за год,CD,2023
641589,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Советский муниципальный район,Советский муниципальный район,60652000,Муниципальный район,Муниципальный район,60652000,Без изменений,2010,2025,44.0,Единица,Значение показателя за год,CD,2023
641814,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Тарасовский муниципальный район,Тарасовский муниципальный район,60653000,Муниципальный район,Муниципальный район,60653000,Без изменений,2010,2025,152.0,Единица,Значение показателя за год,CD,2023
642367,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Тацинский муниципальный район,Тацинский муниципальный район,60654000,Муниципальный район,Муниципальный район,60654000,Без изменений,2010,2025,130.0,Единица,Значение показателя за год,CD,2023
643012,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Усть-Донецкий муниципальный район,Усть-Донецкий муниципальный район,60655000,Муниципальный район,Муниципальный район,60655000,Без изменений,2010,2025,133.0,Единица,Значение показателя за год,CD,2023
643528,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Целинский муниципальный район,Целинский муниципальный район,60656000,Муниципальный район,Муниципальный район,60656000,Без изменений,2010,2025,115.0,Единица,Значение показателя за год,CD,2023
644064,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Цимлянский муниципальный район,Цимлянский муниципальный район,60657000,Муниципальный район,Муниципальный район,60657000,Без изменений,2010,2025,88.0,Единица,Значение показателя за год,CD,2023
644508,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Чертковский муниципальный район,Чертковский муниципальный район,60658000,Муниципальный район,Муниципальный район,60658000,Без изменений,2010,2025,131.0,Единица,Значение показателя за год,CD,2023
645315,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Шолоховский муниципальный район,Шолоховский муниципальный район,60659000,Муниципальный район,Муниципальный район,60659000,Без изменений,2010,2025,109.0,Единица,Значение показателя за год,CD,2023
645872,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Ростов-на-Дону,Город Ростов-на-Дону,60701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60701000,Без изменений,2010,2025,1300.0,Единица,Значение показателя за год,CD,2023
645953,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Азов,Город Азов,60704000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60704000,Без изменений,2010,2025,130.0,Единица,Значение показателя за год,CD,2023
646036,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Батайск,Город Батайск,60707000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60707000,Без изменений,2010,2025,121.0,Единица,Значение показателя за год,CD,2023
646121,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Волгодонск,Город Волгодонск,60712000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60712000,Без изменений,2010,2025,350.0,Единица,Значение показателя за год,CD,2023
646206,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Гуково,Город Гуково,60715000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60715000,Без изменений,2010,2025,114.0,Единица,Значение показателя за год,CD,2023
646291,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Донецк,Город Донецк,60717000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60717000,Без изменений,2010,2025,96.0,Единица,Значение показателя за год,CD,2023
646357,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Зверево,Город Зверево,60718000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60718000,Без изменений,2010,2025,38.0,Единица,Значение показателя за год,CD,2023
646439,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Каменск-Шахтинский,Город Каменск-Шахтинский,60719000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60719000,Без изменений,2010,2025,121.0,Единица,Значение показателя за год,CD,2023
646519,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Новочеркасск,Город Новочеркасск,60727000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60727000,Без изменений,2010,2025,185.0,Единица,Значение показателя за год,CD,2023
646604,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Новошахтинск,Город Новошахтинск,60730000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60730000,Без изменений,2010,2025,143.0,Единица,Значение показателя за год,CD,2023
646679,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Таганрог,Город Таганрог,60737000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60737000,Без изменений,2010,2025,345.0,Единица,Значение показателя за год,CD,2023
646761,3,Спорт,Y48003002,Число муниципальных спортивных сооружений,Спортивные сооружения — всего,60,Ростовская область,Муниципальное образование верхнего уровня,Город Шахты,Город Шахты,60740000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",60740000,Без изменений,2010,2025,310.0,Единица,Значение показателя за год,CD,2023
